"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Andres Peressini por Iguales",0.057,0.244,0.228,0.107
"P06","Sergio Soto por MPN",0.418,0.03,0.106,0.034
"P06","Luis Bertolini por Desarrollo Ciudadano",0.08,0.156,0.299,0.091
"P06","Karina Ortiz por Unión por Plotier",0.237,0.064,0.117,0.085
"P06","Norberto Calducci por el Frente de Izquierda",0.042,0.247,0.095,0.022
"P06","Hector Agostino por el Partido Autonomista",0.127,0.065,0.005,0
"P06","No sabe",0.039,0.194,0.15,0.661
"P10","Lo votaría",0.825,0.067,0.143,0.037
"P10","Puede que lo vote",0.095,0.443,0.104,0.012
"P10","Nunca lo votaría",0.08,0.391,0.682,0.47
"P10","No sabe",0,0.099,0.071,0.481
"P11","Lo votaría",0.825,0.176,0.24,0.103
"P11","Puede que lo vote",0.112,0.411,0.125,0.061
"P11","Nunca lo votaría",0.042,0.289,0.535,0.176
"P11","No sabe",0.021,0.124,0.1,0.66
"P12","Lo votaría",0.712,0.293,0.241,0.122
"P12","Puede que lo vote",0.225,0.3,0.166,0.147
"P12","Nunca lo votaría",0.042,0.393,0.561,0.395
"P12","No sabe",0.021,0.014,0.032,0.336
"P13","Lo votaría",0.821,0.218,0.044,0.082
"P13","Puede que lo vote",0.116,0.34,0.145,0.21
"P13","Nunca lo votaría",0.042,0.425,0.775,0.151
"P13","No sabe",0.021,0.017,0.036,0.557
"P14","Lo votaría",0.754,0.148,0.105,0
"P14","Puede que lo vote",0.125,0.43,0.042,0.047
"P14","Nunca lo votaría",0,0.391,0.812,0.169
"P14","No sabe",0.121,0.031,0.041,0.784
"P16","Si",0.45,0.187,0.328,0.223
"P16","No",0.55,0.813,0.672,0.777
