"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P09","Toloza Paz",0.502,0,0.257,0.405,0.422,0.219,0.234,0.282,0.25
"P09","Diego Santilli",0,0,0.42,0.297,0.324,0.201,0.351,0.306,0.103
"P09","Facundo Manes",0.177,0,0.195,0.051,0.105,0.228,0.117,0.19,0.112
"P09","Florencio Randazzo",0,0,0.012,0.08,0.011,0.029,0.054,0.047,0
"P09","A la izquierda",0.139,0,0.013,0.007,0.005,0.025,0.026,0.002,0.174
"P09","Jose Luis Espert",0.043,0,0.052,0.083,0.011,0.057,0.093,0.045,0
"P09","Otros candidatos",0,0,0.036,0.013,0.051,0.074,0.111,0.029,0.333
"P09","Votaría en blanco o anularía",0.139,0,0.015,0.064,0.071,0.167,0.014,0.099,0.028
