"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.582,0.425,0.429,0.496
"P05","Bastante",0.249,0.283,0.392,0.4
"P05","Poco",0.13,0.274,0.118,0.006
"P05","Nada",0.039,0.018,0.058,0.058
"P05","No sabe",0,0,0.003,0.04
"P06","Siempre",0.348,0.282,0.3,0.211
"P06","Casi siempre",0.489,0.357,0.43,0.145
"P06","Casi nunca",0.121,0.198,0.2,0.415
"P06","Nunca, pero esta es una excepción",0.042,0.163,0.07,0.229
"P08","Unión por la Patria y el peronismo",0.769,0.461,0.149,0.304
"P08","Juntos por el Cambio",0.112,0.283,0.513,0.209
"P08","De los Liberales libertarios",0.105,0.114,0.263,0.238
"P08","De la Izquierda",0.004,0.045,0.013,0.014
"P08","No sabe",0.01,0.097,0.062,0.235
"P09","A Sergio Massa",0.423,0.311,0.275,0.118
"P09","A Daniel Scioli",0.09,0.129,0.076,0.048
"P09","A algún candidato del peronismo",0.056,0.116,0.166,0.067
"P09","Wado de Pedro",0.431,0.444,0.483,0.767
"P10","A Horacio Rodriguez Larreta",0.583,0.101,0.098,0.295
"P10","A Patricia Bullrich",0.165,0.751,0.832,0.705
"P10","A Facundo Manes",0.138,0.084,0.023,0
"P10","A Gerardo Morales",0.114,0.064,0.047,0
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.578,0.282,0.145,0.219
"P11","A Leonardo Grosso a intendente por Unión por la Patria",0.109,0.064,0.039,0.036
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.093,0.322,0.394,0.174
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.07,0.085,0.091,0.105
"P11","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.099,0.181,0.256,0.204
"P11","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.023,0.022,0.005,0.014
"P11","En blanco",0,0.003,0.033,0.048
"P11","No sabe",0.028,0.041,0.037,0.2
"P13","Axel Kicillof a presidente, Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.64,0.447,0.156,0.252
"P13","A Leonardo Grosso a intendente por Unión por la Patria",0.091,0.08,0.021,0.014
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.021,0.199,0.42,0.174
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.107,0.054,0.09,0.016
"P13","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.098,0.156,0.256,0.243
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.009,0.03,0.005,0.014
"P13","En blanco",0,0.001,0.018,0.088
"P13","No sabe",0.034,0.033,0.034,0.199
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.627,0.358,0.136,0.329
"P15","A Leonardo Grosso a intendente por Unión por la Patria",0.059,0.063,0.035,0.071
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.098,0.302,0.434,0.141
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.078,0.062,0.08,0.016
"P15","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.125,0.17,0.257,0.204
"P15","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0,0.022,0.004,0.04
"P15","En blanco",0,0.001,0.025,0.048
"P15","No sabe",0.013,0.022,0.029,0.151
"P17","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.541,0.33,0.151,0.209
"P17","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y  Leonardo Grosso a intendente por Unión por la Patria",0.133,0.148,0.025,0.016
"P17","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.074,0.183,0.403,0.365
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.075,0.053,0.09,0
"P17","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.113,0.185,0.266,0.243
"P17","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0,0.04,0.005,0.014
"P17","En blanco",0.01,0.005,0.029,0.048
"P17","No sabe",0.054,0.056,0.031,0.105
"P19","Axel Kicillof a presidente, Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.594,0.413,0.164,0.304
"P19","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y  Leonardo Grosso a intendente por Unión por la Patria",0.12,0.021,0.012,0.09
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.049,0.219,0.398,0.107
"P19","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.095,0.093,0.108,0
"P19","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.112,0.175,0.261,0.243
"P19","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.004,0.029,0.01,0.014
"P19","En blanco",0.01,0.014,0.022,0.075
"P19","No sabe",0.016,0.036,0.025,0.167
