"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.351,0.135,0.17,0.212,0.15
"P07","Casi siempre",0.366,0.498,0.203,0.101,0.09
"P07","Casi nunca",0.221,0.277,0.496,0.251,0.154
"P07","Nunca, pero esta es una excepción",0.062,0.09,0.131,0.436,0.606
"P08","Tiene Decidido que va a ir a votar",0.844,0.879,0.715,0.414,0.709
"P08","Tiene dudas sobre si va a ir a  votar",0.095,0.091,0.154,0.253,0.075
"P08","Tiene Decidido que no va a ir a votar",0.061,0.03,0.131,0.333,0.216
"P10","Unión por la Patria",0.407,0.261,0.176,0.221,0.081
"P10","Juntos por el Cambio",0.375,0.467,0.337,0.202,0.078
"P10","Liberales",0.114,0.112,0.178,0.191,0.038
"P10","Izquierda",0.027,0.034,0.057,0.071,0.137
"P10","Otro",0.034,0.047,0.057,0.049,0.138
"P10","No sabe",0.043,0.079,0.195,0.266,0.528
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.264,0.213,0.187,0.184,0.107
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.114,0.061,0.026,0.115,0.02
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.28,0.313,0.269,0.137,0.138
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.107,0.164,0.125,0.105,0.214
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.139,0.141,0.179,0.228,0.043
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.034,0.021,0.056,0.012,0.142
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.004,0.009,0.028,0.023,0
"P11","Otros",0.029,0.024,0.008,0.014,0
"P11","En blanco",0.011,0.024,0.03,0.061,0.127
"P11","No sabe",0.018,0.03,0.092,0.121,0.209
"P14","Totalmente seguro",0.707,0.581,0.522,0.447,0.49
"P14","Bastante seguro",0.148,0.204,0.095,0.116,0.154
"P14","Algo seguro",0.071,0.129,0.202,0.121,0.119
"P14","Para nada seguro",0.074,0.086,0.181,0.316,0.237
"P15","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.345,0.221,0.176,0.188,0
"P15","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.281,0.377,0.203,0.143,0.117
"P15","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.13,0.194,0.208,0.177,0.072
"P15","Ramiro Marra por la Libertad Avanza",0.132,0.104,0.174,0.211,0.248
"P15","Vanina Biasi por el Frente de Izquierda",0.042,0.018,0.073,0.062,0.439
"P15","Otros",0.045,0.044,0.061,0.057,0.029
"P15","En blanco",0.014,0.009,0.041,0.03,0
"P15","No sabe",0.011,0.033,0.064,0.132,0.095
"P18","Totalmente seguro",0.701,0.651,0.645,0.433,0.156
"P18","Bastante seguro",0.164,0.165,0.107,0.09,0.239
"P18","Algo seguro",0.085,0.116,0.144,0.139,0.363
"P18","Para nada seguro",0.05,0.068,0.104,0.338,0.242
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.237,0.186,0.151,0.285,0.021
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.129,0.077,0.076,0.042,0.02
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.279,0.252,0.189,0.126
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.154,0.181,0.155,0.062,0.19
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.132,0.141,0.147,0.236,0.227
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.02,0.032,0.067,0
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.007,0.012,0.029,0,0.166
"P23","Otros",0.025,0.027,0.025,0.038,0.024
"P23","En blanco",0.03,0.037,0.056,0.035,0.167
"P23","No sabe",0.014,0.04,0.077,0.046,0.059
"P26","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.252,0.212,0.231,0.236,0.308
"P26","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.221,0.275,0.327,0.348,0.083
"P26","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.182,0.174,0.128,0.092,0.061
"P26","Ramiro Marra por la Libertad Avanza",0.119,0.124,0.117,0.156,0.075
"P26","Vanina Biasi por el Frente de Izquierda",0.074,0.035,0.023,0.013,0.038
"P26","Otros",0.058,0.037,0.028,0.013,0.345
"P26","En blanco",0.055,0.072,0.079,0.075,0
"P26","No sabe",0.039,0.071,0.067,0.067,0.09
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.384,0.217,0.177,0.303,0.324
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.358,0.428,0.374,0.196,0.179
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.118,0.164,0.226,0.338,0.224
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.031,0.046,0.021,0.081
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.022,0.005,0.085,0
"P30","Otros",0.023,0.047,0.057,0,0
"P30","En blanco",0.04,0.054,0.051,0,0
"P30","No sabe",0.023,0.037,0.064,0.057,0.192
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.375,0.235,0.193,0.328,0.322
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.326,0.392,0.318,0.19,0.075
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.152,0.191,0.291,0.333,0.224
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.042,0.037,0.013,0.024,0.081
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.01,0.032,0.024,0.085,0
"P31","Otros",0.03,0.038,0.035,0,0
"P31","En blanco",0.025,0.029,0.017,0,0
"P31","No sabe",0.04,0.046,0.109,0.04,0.298
"P32","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.405,0.248,0.192,0.318,0.165
"P32","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.377,0.476,0.348,0.333,0.384
"P32","Ramiro Marra por la Libertad Avanza",0.097,0.137,0.226,0.142,0
"P32","Vanina Biasi por el Frente de Izquierda",0.034,0.021,0.034,0.122,0.095
"P32","Otros",0.035,0.027,0.046,0.012,0.081
"P32","En blanco",0.028,0.031,0.052,0.016,0
"P32","No sabe",0.024,0.06,0.102,0.057,0.275
"P33","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.391,0.255,0.264,0.271,0.33
"P33","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.325,0.398,0.301,0.429,0.137
"P33","Ramiro Marra por la Libertad Avanza",0.138,0.177,0.21,0.102,0.097
"P33","Vanina Biasi por el Frente de Izquierda",0.026,0.018,0.026,0.103,0.104
"P33","Otros",0.039,0.061,0.039,0.013,0.09
"P33","En blanco",0.044,0.046,0.042,0,0
"P33","No sabe",0.037,0.045,0.118,0.082,0.242
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.438,0.295,0.256,0.211,0.421
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.451,0.541,0.598,0.441,0.218
"P36","En blanco",0.077,0.112,0.084,0.196,0.105
"P36","No sabe",0.034,0.052,0.062,0.152,0.256
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.419,0.484,0.43,0.422,0.532
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.151,0.16,0.253,0.191,0
"P37","En blanco",0.344,0.257,0.195,0.204,0.246
"P37","No sabe",0.086,0.099,0.122,0.183,0.222
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.429,0.272,0.287,0.222,0.246
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.375,0.465,0.422,0.524,0.168
"P38","En blanco",0.151,0.171,0.141,0.15,0.251
"P38","No sabe",0.045,0.092,0.15,0.104,0.335
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.368,0.419,0.383,0.442,0.347
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.201,0.236,0.342,0.217,0
"P39","En blanco",0.311,0.213,0.109,0.181,0.375
"P39","No sabe",0.12,0.132,0.166,0.16,0.278
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.433,0.296,0.25,0.3,0.423
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.27,0.33,0.431,0.355,0
"P40","En blanco",0.195,0.204,0.137,0.13,0.147
"P40","No sabe",0.102,0.17,0.182,0.215,0.43
"P41","Leandro Santoro por Unión por la Patria",0.445,0.325,0.291,0.288,0.438
"P41","Jorge Macri por Juntos por el Cambio",0.429,0.517,0.542,0.567,0.266
"P41","En blanco",0.101,0.121,0.091,0,0
"P41","No sabe",0.025,0.037,0.076,0.145,0.296
"P42","Leandro Santoro por Unión por la Patria",0.45,0.299,0.282,0.328,0.203
"P42","Martin Lousteau por Juntos por el Cambio",0.346,0.426,0.386,0.526,0.204
"P42","En blanco",0.156,0.184,0.214,0.021,0.109
"P42","No sabe",0.048,0.091,0.118,0.125,0.484
"P43","Lo votaría",0.393,0.257,0.233,0.301,0.251
