"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Mucho",0.459,0.545,0.618,0.33
"P06","Bastante",0.379,0.325,0.276,0.349
"P06","Poco",0.111,0.111,0.092,0.308
"P06","Nada",0.051,0.01,0.009,0.013
"P06","No sabe",0,0.009,0.005,0
"P07","Siempre",0.333,0.235,0.311,0.098
"P07","Casi siempre",0.443,0.438,0.471,0.287
"P07","Casi nunca",0.186,0.279,0.171,0.582
"P07","Nunca, pero esta es una excepción",0.038,0.048,0.047,0.033
"P08","Tiene Decidido que va a ir a votar",0.83,0.85,0.903,0.809
"P08","Tiene dudas sobre si va a ir a  votar",0.144,0.085,0.067,0.056
"P08","Tiene Decidido que no va a ir a votar",0.026,0.065,0.03,0.135
"P10","Unión por la Patria",0.144,0.247,0.535,0.388
"P10","Juntos por el Cambio",0.664,0.523,0.25,0.261
"P10","Liberales",0.118,0.103,0.136,0.239
"P10","Izquierda",0.03,0.048,0.028,0.013
"P10","Otro",0.028,0.008,0.021,0.01
"P10","No sabe",0.016,0.071,0.03,0.089
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.028,0.164,0.412,0.25
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.056,0.077,0.131,0.075
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.43,0.476,0.217,0.133
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.345,0.122,0.039,0.121
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.071,0.075,0.141,0.299
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.021,0.047,0.022,0.033
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.011,0,0.008,0
"P11","Otros",0.019,0.002,0.012,0
"P11","En blanco",0.005,0.011,0.013,0.02
"P11","No sabe",0.014,0.026,0.005,0.069
"P14","Totalmente seguro",0.643,0.558,0.75,0.442
"P14","Bastante seguro",0.181,0.218,0.107,0.235
"P14","Algo seguro",0.112,0.116,0.084,0.223
"P14","Para nada seguro",0.064,0.108,0.059,0.1
"P15","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.021,0.17,0.5,0.27
"P15","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.389,0.45,0.224,0.209
"P15","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.468,0.12,0.016,0.177
"P15","Ramiro Marra por la Libertad Avanza",0.06,0.148,0.181,0.192
"P15","Vanina Biasi por el Frente de Izquierda",0.04,0.044,0.024,0.036
"P15","Otros",0.012,0.032,0.023,0.021
"P15","En blanco",0.002,0.002,0.01,0.03
"P15","No sabe",0.008,0.034,0.022,0.065
"P18","Totalmente seguro",0.615,0.544,0.776,0.555
"P18","Bastante seguro",0.225,0.186,0.115,0.165
"P18","Algo seguro",0.133,0.163,0.059,0.142
"P18","Para nada seguro",0.027,0.107,0.05,0.138
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.06,0.187,0.336,0.133
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.068,0.136,0.134,0.194
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.399,0.33,0.204,0.247
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.288,0.174,0.05,0.092
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.122,0.095,0.131,0.198
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.007,0.04,0.021
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.017,0.002,0.007,0.02
"P23","Otros",0.01,0.009,0.021,0.01
"P23","En blanco",0.016,0.016,0.061,0
"P23","No sabe",0.018,0.044,0.016,0.085
"P26","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.114,0.182,0.332,0.145
"P26","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.422,0.303,0.17,0.177
"P26","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.312,0.234,0.043,0.179
"P26","Ramiro Marra por la Libertad Avanza",0.062,0.104,0.149,0.197
"P26","Vanina Biasi por el Frente de Izquierda",0.026,0.033,0.102,0.087
