"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.543,0.452,0.309,0.34
"P06","Bastante",0.302,0.421,0.378,0.269
"P06","Poco",0.117,0.085,0.257,0.245
"P06","Nada",0.027,0.028,0.041,0.114
"P06","No sabe",0.011,0.014,0.015,0.032
"P07","Siempre",0.289,0.181,0.169,0.198
"P07","Casi siempre",0.383,0.457,0.392,0.346
"P07","Casi nunca",0.246,0.27,0.341,0.275
"P07","Nunca, pero esta es una excepción",0.082,0.092,0.098,0.181
"P08","Tiene Decidido que va a ir a votar",0.881,0.799,0.802,0.612
"P08","Tiene dudas sobre si va a ir a  votar",0.07,0.134,0.159,0.246
"P08","Tiene Decidido que no va a ir a votar",0.049,0.067,0.039,0.142
"P10","Unión por la Patria",0.36,0.3,0.291,0.15
"P10","Juntos por el Cambio",0.389,0.452,0.373,0.324
"P10","Liberales",0.15,0.093,0.116,0.076
"P10","Izquierda",0.034,0.052,0.041,0.027
"P10","Otro",0.043,0.033,0.038,0.031
"P10","No sabe",0.024,0.07,0.141,0.392
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.266,0.234,0.153,0.137
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.086,0.092,0.085,0.032
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.302,0.255,0.289,0.198
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.102,0.214,0.155,0.141
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.173,0.087,0.181,0.038
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.03,0.035,0.018,0.065
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.003,0.015,0.018
"P11","Otros",0.018,0.015,0.061,0.027
"P11","En blanco",0.006,0.043,0.006,0.088
"P11","No sabe",0.008,0.022,0.037,0.256
"P15","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.299,0.302,0.172,0.172
"P15","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.316,0.283,0.23,0.235
"P15","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.12,0.229,0.25,0.232
"P15","Ramiro Marra por la Libertad Avanza",0.152,0.081,0.158,0.058
"P15","Vanina Biasi por el Frente de Izquierda",0.052,0.051,0.015,0.003
"P15","Otros",0.038,0.032,0.101,0.076
"P15","En blanco",0.013,0.006,0.019,0.057
"P15","No sabe",0.01,0.016,0.055,0.167
"P18","Totalmente seguro",0.829,0.403,0.341,0.297
"P18","Bastante seguro",0.085,0.431,0.187,0.12
"P18","Algo seguro",0.054,0.134,0.357,0.149
"P18","Para nada seguro",0.032,0.032,0.115,0.434
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.215,0.2,0.195,0.186
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.115,0.11,0.068,0.027
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.256,0.256,0.297,0.207
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.138,0.221,0.201,0.157
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.161,0.122,0.125,0.071
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.029,0.011,0.02
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.014,0.004,0.016,0.021
"P23","Otros",0.026,0.014,0.025,0.049
"P23","En blanco",0.04,0.021,0.006,0.086
"P23","No sabe",0.01,0.023,0.056,0.176
"P26","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.234,0.267,0.189,0.251
"P26","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.26,0.265,0.243,0.196
"P26","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.154,0.205,0.231,0.133
"P26","Ramiro Marra por la Libertad Avanza",0.139,0.032,0.156,0.118
"P26","Vanina Biasi por el Frente de Izquierda",0.053,0.059,0.038,0.058
"P26","Otros",0.049,0.072,0.035,0.019
"P26","En blanco",0.072,0.052,0.042,0.051
"P26","No sabe",0.039,0.048,0.066,0.174
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.318,0.332,0.213,0.211
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.38,0.366,0.398,0.362
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.164,0.131,0.18,0.081
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.03,0.058,0.023
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.022,0.043,0.03
"P30","Otros",0.031,0.047,0.025,0.049
"P30","En blanco",0.036,0.05,0.047,0.088
"P30","No sabe",0.022,0.022,0.036,0.156
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.325,0.314,0.228,0.226
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.304,0.402,0.418,0.405
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.218,0.142,0.167,0.087
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.037,0.034,0.043,0.023
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.012,0.024,0.055,0.037
"P31","Otros",0.032,0.049,0.013,0.022
"P31","En blanco",0.031,0.01,0.003,0.036
"P31","No sabe",0.041,0.025,0.073,0.164
"P32","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.344,0.312,0.285,0.251
"P32","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.394,0.448,0.379,0.423
"P32","Ramiro Marra por la Libertad Avanza",0.142,0.069,0.166,0.084
"P32","Vanina Biasi por el Frente de Izquierda",0.031,0.049,0.018,0.014
"P32","Otros",0.032,0.028,0.034,0.057
"P32","En blanco",0.032,0.024,0.032,0.045
"P32","No sabe",0.025,0.07,0.086,0.126
"P33","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.37,0.286,0.243,0.186
"P33","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.279,0.519,0.405,0.461
"P33","Ramiro Marra por la Libertad Avanza",0.194,0.089,0.146,0.029
"P33","Vanina Biasi por el Frente de Izquierda",0.027,0.023,0.019,0.026
"P33","Otros",0.038,0.04,0.083,0.074
"P33","En blanco",0.049,0.021,0.01,0.085
"P33","No sabe",0.043,0.022,0.094,0.139
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.375,0.376,0.304,0.352
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.497,0.512,0.54,0.392
"P36","En blanco",0.092,0.081,0.087,0.121
"P36","No sabe",0.036,0.031,0.069,0.135
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.435,0.432,0.494,0.447
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.174,0.151,0.204,0.08
"P37","En blanco",0.3,0.33,0.183,0.329
"P37","No sabe",0.091,0.087,0.119,0.144
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.382,0.339,0.282,0.28
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.369,0.521,0.501,0.403
"P38","En blanco",0.181,0.086,0.094,0.197
"P38","No sabe",0.068,0.054,0.123,0.12
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.358,0.433,0.436,0.458
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.252,0.178,0.258,0.113
"P39","En blanco",0.272,0.255,0.137,0.25
"P39","No sabe",0.118,0.134,0.169,0.179
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.372,0.381,0.325,0.308
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.331,0.262,0.328,0.222
"P40","En blanco",0.19,0.216,0.124,0.217
"P40","No sabe",0.107,0.141,0.223,0.253
"P41","Leandro Santoro por Unión por la Patria",0.384,0.378,0.348,0.48
"P41","Jorge Macri por Juntos por el Cambio",0.484,0.486,0.475,0.332
"P41","En blanco",0.108,0.098,0.098,0.09
"P41","No sabe",0.024,0.038,0.079,0.098
"P42","Leandro Santoro por Unión por la Patria",0.389,0.391,0.352,0.324
"P42","Martin Lousteau por Juntos por el Cambio",0.359,0.423,0.37,0.459
"P42","En blanco",0.196,0.128,0.128,0.075
"P42","No sabe",0.056,0.058,0.15,0.142
"P43","Lo votaría",0.34,0.37,0.279,0.225
"P43","Puede que lo vote",0.074,0.078,0.146,0.286
"P43","Nunca lo votaría",0.566,0.535,0.47,0.418
"P43","No sabe",0.02,0.017,0.105,0.071
"P44","Lo votaría",0.261,0.306,0.213,0.189
"P44","Puede que lo vote",0.116,0.118,0.084,0.155
"P44","Nunca lo votaría",0.592,0.556,0.637,0.576
"P44","No sabe",0.031,0.02,0.066,0.08
"P45","Lo votaría",0.412,0.468,0.352,0.315
"P45","Puede que lo vote",0.1,0.089,0.146,0.229
"P45","Nunca lo votaría",0.467,0.42,0.433,0.351
"P45","No sabe",0.021,0.023,0.069,0.105
"P46","Lo votaría",0.283,0.359,0.347,0.275
"P46","Puede que lo vote",0.163,0.17,0.231,0.31
"P46","Nunca lo votaría",0.531,0.439,0.357,0.353
"P46","No sabe",0.023,0.032,0.065,0.062
"P47","Lo votaría",0.214,0.17,0.179,0.153
"P47","Puede que lo vote",0.161,0.165,0.216,0.247
"P47","Nunca lo votaría",0.606,0.643,0.523,0.567
"P47","No sabe",0.019,0.022,0.082,0.033
"P48","Lo votaría",0.091,0.087,0.044,0.082
"P48","Puede que lo vote",0.161,0.179,0.285,0.131
"P48","Nunca lo votaría",0.718,0.689,0.629,0.751
"P48","No sabe",0.03,0.045,0.042,0.036
"P49","Lo votaría",0.039,0.065,0.038,0.141
"P49","Puede que lo vote",0.164,0.248,0.245,0.163
"P49","Nunca lo votaría",0.761,0.593,0.633,0.649
"P49","No sabe",0.036,0.094,0.084,0.047
"P57","Lo votaría",0.317,0.308,0.209,0.162
"P57","Puede que lo vote",0.077,0.145,0.141,0.148
"P57","Nunca lo votaría",0.576,0.52,0.567,0.617
"P57","No sabe",0.03,0.027,0.083,0.073
"P58","Lo votaría",0.388,0.429,0.248,0.219
"P58","Puede que lo vote",0.105,0.16,0.13,0.295
"P58","Nunca lo votaría",0.486,0.403,0.554,0.43
"P58","No sabe",0.021,0.008,0.068,0.056
"P59","Lo votaría",0.24,0.287,0.264,0.217
"P59","Puede que lo vote",0.189,0.312,0.249,0.331
"P59","Nunca lo votaría",0.537,0.325,0.38,0.383
"P59","No sabe",0.034,0.076,0.107,0.069
"P60","Si",0.512,0.427,0.418,0.253
"P60","No",0.488,0.573,0.582,0.747
