"var","categoria","Si","No"
"P26","Vanina Biasi por el Frente de Izquierda",0.056,0.068
"P26","Otros",0.05,0.029
"P26","En blanco",0.08,0.051
"P26","No sabe",0.041,0.069
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.299,0.312
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.417,0.369
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.132,0.145
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.033
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.019,0.022
"P30","Otros",0.03,0.016
"P30","En blanco",0.047,0.049
"P30","No sabe",0.018,0.054
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.302,0.311
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.364,0.337
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.197,0.163
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.036,0.038
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.008,0.024
"P31","Otros",0.038,0.021
"P31","En blanco",0.021,0.032
"P31","No sabe",0.034,0.074
"P32","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.302,0.363
"P32","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.441,0.391
"P32","Ramiro Marra por la Libertad Avanza",0.135,0.117
"P32","Vanina Biasi por el Frente de Izquierda",0.027,0.023
"P32","Otros",0.025,0.037
"P32","En blanco",0.033,0.027
"P32","No sabe",0.037,0.042
"P33","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.3,0.351
"P33","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.367,0.351
"P33","Ramiro Marra por la Libertad Avanza",0.195,0.109
"P33","Vanina Biasi por el Frente de Izquierda",0.028,0.012
"P33","Otros",0.03,0.055
"P33","En blanco",0.039,0.054
"P33","No sabe",0.041,0.068
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.34,0.393
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.522,0.471
"P36","En blanco",0.088,0.096
"P36","No sabe",0.05,0.04
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.439,0.439
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.173,0.16
"P37","En blanco",0.306,0.291
"P37","No sabe",0.082,0.11
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.349,0.373
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.444,0.386
"P38","En blanco",0.155,0.152
"P38","No sabe",0.052,0.089
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.422,0.361
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.229,0.233
"P39","En blanco",0.269,0.234
"P39","No sabe",0.08,0.172
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.373,0.387
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.314,0.278
"P40","En blanco",0.182,0.189
"P40","No sabe",0.131,0.146
"P41","Leandro Santoro por Unión por la Patria",0.357,0.405
"P41","Jorge Macri por Juntos por el Cambio",0.498,0.463
"P41","En blanco",0.113,0.097
"P41","No sabe",0.032,0.035
"P42","Leandro Santoro por Unión por la Patria",0.356,0.398
"P42","Martin Lousteau por Juntos por el Cambio",0.39,0.375
"P42","En blanco",0.194,0.144
"P42","No sabe",0.06,0.083
"P43","Lo votaría",0.325,0.319
"P43","Puede que lo vote",0.077,0.114
"P43","Nunca lo votaría",0.575,0.528
"P43","No sabe",0.023,0.039
"P44","Lo votaría",0.25,0.263
"P44","Puede que lo vote",0.126,0.093
"P44","Nunca lo votaría",0.599,0.587
"P44","No sabe",0.025,0.057
"P45","Lo votaría",0.428,0.371
"P45","Puede que lo vote",0.086,0.13
"P45","Nunca lo votaría",0.455,0.457
"P45","No sabe",0.031,0.042
"P46","Lo votaría",0.325,0.286
"P46","Puede que lo vote",0.192,0.172
"P46","Nunca lo votaría",0.466,0.491
"P46","No sabe",0.017,0.051
"P47","Lo votaría",0.196,0.202
"P47","Puede que lo vote",0.202,0.144
"P47","Nunca lo votaría",0.573,0.628
"P47","No sabe",0.029,0.026
"P48","Lo votaría",0.079,0.091
"P48","Puede que lo vote",0.149,0.195
"P48","Nunca lo votaría",0.75,0.67
"P48","No sabe",0.022,0.044
"P49","Lo votaría",0.04,0.057
"P49","Puede que lo vote",0.209,0.166
"P49","Nunca lo votaría",0.706,0.717
"P49","No sabe",0.045,0.06
"P57","Lo votaría",0.271,0.301
"P57","Puede que lo vote",0.101,0.112
"P57","Nunca lo votaría",0.594,0.543
"P57","No sabe",0.034,0.044
"P58","Lo votaría",0.39,0.339
"P58","Puede que lo vote",0.12,0.147
"P58","Nunca lo votaría",0.468,0.481
"P58","No sabe",0.022,0.033
"P59","Lo votaría",0.276,0.214
"P59","Puede que lo vote",0.22,0.254
"P59","Nunca lo votaría",0.475,0.465
"P59","No sabe",0.029,0.067
