"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Tiene Decidido que va a ir a votar",0.87,0.886,0.856,0.853,0.884,0.906,0.816,0.817,0.866,0.933,0.892,0.917,0.692,0.904,0.842,0.904,0.916,0.931,0.861,0.853,0.867,0.886
"Tiene dudas sobre si va a ir a  votar",0.07,0.056,0.082,0.064,0.071,0.058,0.091,0.087,0.079,0.039,0.07,0.046,0.125,0.066,0.073,0.061,0.059,0.044,0.062,0.083,0.064,0.071
"Tiene Decidido que no va a ir a votar",0.06,0.058,0.062,0.083,0.045,0.036,0.093,0.096,0.055,0.028,0.038,0.037,0.183,0.03,0.085,0.035,0.025,0.025,0.077,0.064,0.069,0.043
