"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.26,0.246,0.273,0.239,0.262,0.264,0.275,0.227,0.305,0.234,0.517,0.094,0.231,0.582,0.463,0.078,0.12,0.063,0.24,0.187,0.319,0.286
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.281,0.273,0.288,0.295,0.23,0.3,0.353,0.278,0.271,0.295,0.105,0.442,0.276,0.13,0.104,0.565,0.374,0.3,0.304,0.311,0.289,0.259
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.237,0.287,0.194,0.31,0.237,0.222,0.179,0.276,0.221,0.226,0.138,0.303,0.153,0.095,0.133,0.226,0.277,0.499,0.222,0.32,0.215,0.227
"Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.056,0.04,0.07,0.035,0.079,0.047,0.042,0.04,0.053,0.072,0.092,0.016,0.089,0.076,0.13,0.011,0.018,0.008,0.074,0.043,0.02,0.053
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.03,0.033,0.024,0.035,0.032,0.031,0.037,0.024,0.036,0.037,0.028,0.086,0.021,0.043,0.019,0.055,0.021,0.033,0.02,0,0.036
"Otros",0.039,0.036,0.041,0.026,0.045,0.039,0.037,0.05,0.042,0.026,0.036,0.031,0.002,0.022,0.033,0.031,0.049,0.037,0.029,0.052,0.04,0.04
"En blanco",0.055,0.049,0.06,0.052,0.074,0.045,0.029,0.057,0.042,0.068,0.05,0.048,0.094,0.036,0.069,0.03,0.048,0.055,0.049,0.052,0.043,0.06
"No sabe",0.04,0.039,0.041,0.019,0.038,0.051,0.054,0.035,0.042,0.043,0.025,0.038,0.069,0.038,0.025,0.04,0.059,0.017,0.049,0.015,0.074,0.039
