"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.304,0.283,0.325,0.227,0.329,0.331,0.304,0.306,0.292,0.319,0.645,0.083,0.188,0.739,0.683,0.029,0.107,0.03,0.256,0.265,0.314,0.36
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.216,0.283,0.143,0.181,0.322,0.428,0.216,0.238,0.299,0.052,0.47,0.194,0.094,0.062,0.753,0.5,0.047,0.275,0.232,0.258,0.237
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.321,0.399,0.249,0.515,0.364,0.223,0.143,0.336,0.341,0.284,0.201,0.38,0.336,0.126,0.151,0.165,0.222,0.862,0.329,0.385,0.27,0.295
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.017,0.029,0.029,0.024,0.02,0.021,0.02,0.021,0.031,0.022,0.006,0.059,0.009,0.045,0.003,0.015,0.012,0.026,0.013,0.024,0.026
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.021,0.024,0.019,0.022,0.025,0.024,0.021,0.029,0.015,0.019,0.015,0.12,0.007,0.021,0.009,0.023,0.014,0.037,0.017,0.018,0.014
"Otros",0.02,0.019,0.022,0.013,0.024,0.021,0.021,0.033,0.019,0.012,0.016,0.012,0.026,0.004,0.015,0.011,0.038,0.009,0.016,0.023,0.02,0.023
"En blanco",0.016,0.016,0.016,0.019,0.017,0.01,0.017,0.021,0.015,0.011,0.016,0.007,0.029,0.004,0.007,0.003,0.009,0.007,0.02,0.019,0.033,0.009
"No sabe",0.041,0.029,0.052,0.035,0.039,0.048,0.042,0.047,0.045,0.029,0.029,0.027,0.048,0.017,0.016,0.027,0.086,0.019,0.041,0.046,0.063,0.036
