"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Si",0.463,0.485,0.443,0.393,0.492,0.482,0.45,0.425,0.473,0.483,0.496,0.466,0.437,0.546,0.445,0.466,0.453,0.411,0.472,0.465,0.433,0.458
"No",0.537,0.515,0.557,0.607,0.508,0.518,0.55,0.575,0.527,0.517,0.504,0.534,0.563,0.454,0.555,0.534,0.547,0.589,0.528,0.535,0.567,0.542
