"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.745,0.435,0.146,0.062,0.045,0.129
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.036,0.127,0.309,0.305,0.262,0.208
"P09_","Quique Rossi por Avancemos Cinco Saltos",0,0.081,0.227,0.231,0.288,0.066
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.163,0.142,0.184,0.202,0.09,0.104
"P09_","Silvina Gastiazoro por Nueva Generación",0.03,0.127,0.037,0.028,0.08,0.048
"P09_","Miguel Vidal por el Partido Socialista",0,0.027,0.06,0.076,0.094,0.394
"P09_","Martín Palumbo por Vamos Con Todos",0,0,0.012,0.062,0.078,0.021
"P09_","Norberto Soto por la UCR",0.026,0.061,0.025,0.034,0.063,0.03
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.762,0.412,0.186,0.05,0.098,0.136
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.038,0.164,0.369,0.362,0.276,0.251
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.079,0.154,0.186,0.202,0.255,0.051
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.045,0.157,0.18,0.25,0.147,0.18
"P10_","A Silvina Gastiazoro por Nueva Generación",0.03,0.031,0.015,0.033,0.059,0.036
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0,0.01,0.031,0.05,0.076,0.29
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.046,0.037,0.014,0.029,0.053,0.044
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0,0.035,0.019,0.024,0.036,0.012
