"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.282,0.159,0.181,0.104
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.16,0.205,0.32,0.256
"P09_","Quique Rossi por Avancemos Cinco Saltos",0.16,0.223,0.166,0.213
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.155,0.194,0.122,0.173
"P09_","Silvina Gastiazoro por Nueva Generación",0.036,0.042,0.051,0.084
"P09_","Miguel Vidal por el Partido Socialista",0.093,0.085,0.116,0.105
"P09_","Martín Palumbo por Vamos Con Todos",0.083,0.032,0.01,0.034
"P09_","Norberto Soto por la UCR",0.031,0.06,0.034,0.031
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.278,0.185,0.195,0.141
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.198,0.297,0.298,0.346
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.184,0.197,0.177,0.154
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.198,0.185,0.176,0.174
"P10_","A Silvina Gastiazoro por Nueva Generación",0.02,0.006,0.036,0.054
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.059,0.055,0.08,0.074
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.063,0.035,0.025,0.021
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0,0.04,0.013,0.036
