"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.51,0.146,0.055,0.129
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.105,0.309,0.286,0.208
"P09_","Quique Rossi por Avancemos Cinco Saltos",0.062,0.227,0.256,0.066
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.147,0.184,0.152,0.104
"P09_","Silvina Gastiazoro por Nueva Generación",0.103,0.037,0.051,0.048
"P09_","Miguel Vidal por el Partido Socialista",0.021,0.06,0.084,0.394
"P09_","Martín Palumbo por Vamos Con Todos",0,0.012,0.069,0.021
"P09_","Norberto Soto por la UCR",0.052,0.025,0.047,0.03
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.497,0.186,0.071,0.136
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.133,0.369,0.324,0.251
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.136,0.186,0.226,0.051
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.129,0.18,0.205,0.18
"P10_","A Silvina Gastiazoro por Nueva Generación",0.031,0.015,0.044,0.036
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.007,0.031,0.061,0.29
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.04,0.014,0.04,0.044
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0.027,0.019,0.029,0.012
