"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Siempre",0.38,0.116,0.12,0.157,0.219,0.092
"P05","Casi siempre",0.185,0.331,0.224,0.182,0.208,0.259
"P05","Casi nunca",0.32,0.352,0.395,0.352,0.27,0.43
"P05","Nunca, pero esta es una excepción",0.115,0.201,0.261,0.309,0.303,0.219
"P07","Muy de acuerdo",0.42,0.162,0.157,0.159,0.192,0.229
"P07","De acuerdo",0.267,0.481,0.318,0.314,0.226,0.211
"P07","Ni a favor ni en contra",0.173,0.215,0.302,0.299,0.295,0.279
"P07","En desacuerdo",0.047,0.051,0.089,0.11,0.116,0.088
"P07","Muy en desacuerdo",0.093,0.091,0.134,0.118,0.139,0.092
"P07","No sabe",0,0,0,0,0.032,0.101
"P09","Liliana Alvarado por Nos Une Río Negro",0.719,0.361,0.126,0.035,0.009,0.008
"P09","Hernán Cáceres por Cambia Cinco Saltos",0.036,0.115,0.247,0.243,0.187,0.036
"P09","Quique Rossi por Avancemos Cinco Saltos",0,0.058,0.173,0.205,0.211,0.015
"P09","María Elena Vogel por Juntos Somos Río Negro",0.137,0.134,0.118,0.183,0.038,0.026
"P09","Silvina Gastiazoro por Nueva Generación",0.03,0.084,0.022,0.028,0.052,0.014
"P09","Miguel Vidal por el Partido Socialista",0,0.018,0.039,0.065,0.072,0.286
"P09","Martín Palumbo por Vamos Con Todos",0,0,0.009,0.039,0.063,0
"P09","Norberto Soto por la UCR",0,0.035,0.019,0.014,0.063,0.012
"P09","No sabe",0.078,0.195,0.247,0.188,0.305,0.603
"P10","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.614,0.352,0.148,0.032,0.056,0.093
"P10","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.038,0.139,0.293,0.283,0.176,0.147
"P10","A Quique Rossi  por Avancemos Cinco Saltos",0.026,0.129,0.145,0.173,0.182,0.008
"P10","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.045,0.116,0.152,0.183,0.107,0.08
"P10","A Silvina Gastiazoro por Nueva Generación",0.03,0.031,0.015,0.033,0.044,0.018
"P10","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0,0.01,0.031,0.045,0.063,0.14
"P10","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.046,0.031,0.006,0.029,0.053,0.008
"P10","A Norberto Soto por la UCR con el apoyo del radicalismo",0,0.035,0.014,0.012,0.027,0.012
"P10","No sabe",0.201,0.157,0.196,0.21,0.292,0.494
"P11","La votaría",0.829,0.42,0.145,0.044,0.019,0.04
"P11","Puede que la vote",0.117,0.377,0.289,0.047,0.025,0.15
"P11","Nunca la votaría",0.054,0.087,0.445,0.755,0.868,0.296
"P11","No sabe",0,0.116,0.121,0.154,0.088,0.514
"P12","Lo votaría",0.187,0.165,0.271,0.292,0.224,0.022
"P12","Puede que lo vote",0.153,0.417,0.286,0.279,0.264,0.076
"P12","Nunca lo votaría",0.545,0.261,0.261,0.301,0.335,0.311
"P12","No sabe",0.115,0.157,0.182,0.128,0.177,0.591
"P13","La votaría",0.115,0.103,0.096,0.201,0.086,0.038
"P13","Puede que la vote",0.172,0.252,0.242,0.306,0.108,0.156
"P13","Nunca la votaría",0.627,0.401,0.408,0.346,0.538,0.211
"P13","No sabe",0.086,0.244,0.254,0.147,0.268,0.595
"P14","Lo votaría",0.158,0.109,0.106,0.117,0.102,0
"P14","Puede que lo vote",0.122,0.251,0.103,0.146,0.127,0.187
"P14","Nunca lo votaría",0.698,0.452,0.58,0.597,0.562,0.204
"P14","No sabe",0.022,0.188,0.211,0.14,0.209,0.609
"P15","Lo votaría",0.144,0.104,0.133,0.183,0.218,0.068
"P15","Puede que lo vote",0.232,0.263,0.24,0.25,0.149,0.095
"P15","Nunca lo votaría",0.555,0.448,0.439,0.418,0.445,0.29
"P15","No sabe",0.069,0.185,0.188,0.149,0.188,0.547
"P16","Lo votaría",0.152,0.068,0.056,0.036,0.084,0.031
"P16","Puede que lo vote",0.078,0.148,0.104,0.149,0.057,0.022
"P16","Nunca lo votaría",0.614,0.477,0.552,0.554,0.61,0.386
"P16","No sabe",0.156,0.307,0.288,0.261,0.249,0.561
"P17","Lo votaría",0.094,0.059,0.021,0.027,0.069,0.031
"P17","Puede que lo vote",0.058,0.151,0.081,0.09,0.032,0.08
"P17","Nunca lo votaría",0.692,0.408,0.55,0.594,0.535,0.355
"P17","No sabe",0.156,0.382,0.348,0.289,0.364,0.534
"P18","La votaría",0.156,0.087,0.047,0.036,0.089,0.045
"P18","Puede que la vote",0,0.093,0.094,0.094,0.035,0.186
"P18","Nunca la votaría",0.72,0.454,0.519,0.595,0.531,0.3
"P18","No sabe",0.124,0.366,0.34,0.275,0.345,0.469
