"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P09_","Liliana Alvarado por Nos Une Río Negro",0.07,0.147,0.221,0.181
"P09_","Hernán Cáceres por Cambia Cinco Saltos",0.136,0.367,0.246,0.238
"P09_","Quique Rossi por Avancemos Cinco Saltos",0.077,0.172,0.245,0.177
"P09_","María Elena Vogel por Juntos Somos Río Negro",0.621,0.125,0.072,0.123
"P09_","Silvina Gastiazoro por Nueva Generación",0.012,0.058,0.057,0.071
"P09_","Miguel Vidal por el Partido Socialista",0.016,0.106,0.068,0.143
"P09_","Martín Palumbo por Vamos Con Todos",0.013,0.016,0.044,0.029
"P09_","Norberto Soto por la UCR",0.055,0.009,0.047,0.038
"P10_","A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.093,0.195,0.229,0.203
"P10_","A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.143,0.388,0.321,0.335
"P10_","A Quique Rossi  por Avancemos Cinco Saltos",0.031,0.162,0.24,0.18
"P10_","A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.709,0.166,0.037,0.136
"P10_","A Silvina Gastiazoro por Nueva Generación",0,0.042,0.038,0.018
"P10_","A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.007,0.022,0.068,0.072
"P10_","A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0,0.025,0.031,0.05
"P10_","A Norberto Soto por la UCR con el apoyo del radicalismo",0.017,0,0.036,0.006
