"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.427,0.285,0.152,0.226,0.248,0.271
"P09","Casi siempre",0.276,0.414,0.41,0.286,0.364,0.369
"P09","Casi nunca",0.22,0.287,0.288,0.372,0.256,0.182
"P09","Nunca, pero esta es una excepción",0.077,0.014,0.15,0.116,0.132,0.178
"P10","Muy buena",0.341,0.18,0.126,0.123,0.122,0.065
"P10","Buena",0.203,0.411,0.285,0.206,0.206,0.173
"P10","Ni buena ni mala",0.349,0.289,0.396,0.5,0.371,0.511
"P10","Mala",0.03,0.073,0.134,0.113,0.079,0.105
"P10","Muy mala",0.004,0.044,0.041,0.029,0.187,0.007
"P10","No sabe",0.073,0.003,0.018,0.029,0.035,0.139
"P11","Muy buena",0.453,0.226,0.151,0.25,0.189,0.076
"P11","Buena",0.278,0.453,0.34,0.299,0.236,0.189
"P11","Ni buena ni mala",0.238,0.194,0.378,0.31,0.375,0.431
"P11","Mala",0.031,0.078,0.064,0.109,0.076,0.073
"P11","Muy mala",0,0.049,0.049,0.015,0.124,0.007
"P11","No sabe",0,0,0.018,0.017,0,0.224
"P12","Muy de acuerdo",0.345,0.097,0.085,0.115,0.033,0.017
"P12","De acuerdo",0.257,0.394,0.213,0.143,0.056,0.205
"P12","Ni de acuerdo ni en desacuerdo",0.234,0.31,0.472,0.383,0.402,0.095
"P12","En desacuerdo",0.023,0.049,0.021,0.153,0.173,0.06
"P12","Muy en desacuerdo",0.013,0.046,0.059,0.069,0.22,0.033
"P12","No sabe",0.128,0.104,0.15,0.137,0.116,0.59
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.494,0.133,0.295,0.262,0.187,0.288
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.293,0.699,0.456,0.386,0.411,0.298
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.127,0.1,0.174,0.208,0.332,0.169
"P15","No sabe",0.086,0.068,0.075,0.144,0.07,0.245
"P17","Si",0.423,0.312,0.31,0.307,0.218,0.289
"P17","No",0.436,0.546,0.406,0.575,0.697,0.505
"P17","No sabe",0.141,0.142,0.284,0.118,0.085,0.206
"P18","Proteger sus derechos ancestrales",0.272,0.154,0.251,0.207,0.145,0.251
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.233,0.383,0.298,0.246,0.239,0.292
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.343,0.301,0.222,0.188,0.258,0.065
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.136,0.138,0.166,0.343,0.313,0.31
"P18","No sabe",0.016,0.024,0.063,0.016,0.045,0.082
"P19","Muy de acuerdo",0.533,0.322,0.375,0.484,0.609,0.427
"P19","De acuerdo",0.211,0.311,0.344,0.259,0.17,0.136
"P19","Ni de acuerdo ni en desacuerdo",0.159,0.158,0.186,0.115,0.108,0.144
"P19","En desacuerdo",0.052,0.064,0.033,0.095,0.033,0.06
"P19","Muy en desacuerdo",0.016,0.088,0.039,0.018,0.077,0.118
"P19","No sabe",0.029,0.057,0.023,0.029,0.003,0.115
"P20","Si",0.742,0.677,0.537,0.638,0.479,0.314
"P20","No",0.13,0.166,0.185,0.166,0.28,0.127
"P20","No sabe",0.128,0.157,0.278,0.196,0.241,0.559
"P21","Si",0.675,0.36,0.373,0.439,0.299,0.247
"P21","No",0.156,0.256,0.191,0.232,0.297,0.204
"P21","No sabe",0.169,0.384,0.436,0.329,0.404,0.549
"P24","Muy de acuerdo",0.362,0.244,0.259,0.448,0.534,0.134
"P24","De acuerdo",0.05,0.232,0.164,0.135,0.143,0.373
"P24","Ni de acuerdo ni en desacuerdo",0.191,0.23,0.165,0.056,0.142,0.098
"P24","En desacuerdo",0.205,0.192,0.187,0.197,0.028,0.084
"P24","Muy en desacuerdo",0.184,0.096,0.214,0.16,0.153,0.199
"P24","No sabe",0.008,0.006,0.011,0.004,0,0.112
"P25","Muy de acuerdo",0.302,0.277,0.247,0.401,0.512,0.157
"P25","De acuerdo",0.109,0.241,0.164,0.146,0.131,0.282
"P25","Ni de acuerdo ni en desacuerdo",0.225,0.148,0.114,0.07,0.145,0.17
"P25","En desacuerdo",0.185,0.197,0.205,0.162,0.027,0.084
"P25","Muy en desacuerdo",0.179,0.135,0.252,0.206,0.174,0.242
"P25","No sabe",0,0.002,0.018,0.015,0.011,0.065
"P26","Muy buena",0.418,0.241,0.176,0.164,0.117,0.08
"P26","Buena",0.212,0.378,0.26,0.302,0.211,0.24
"P26","Ni buena ni mala",0.332,0.251,0.413,0.374,0.364,0.41
"P26","Mala",0.025,0.098,0.086,0.096,0.156,0.114
"P26","Muy mala",0.009,0.03,0.056,0.029,0.147,0.034
"P26","No sabe",0.004,0.002,0.009,0.035,0.005,0.122
"P27","Muy buena",0.454,0.223,0.097,0.05,0.046,0.105
"P27","Buena",0.147,0.21,0.242,0.163,0.104,0.097
"P27","Ni buena ni mala",0.272,0.417,0.403,0.366,0.253,0.44
"P27","Mala",0.105,0.106,0.095,0.269,0.275,0.139
"P27","Muy mala",0.022,0.034,0.103,0.105,0.302,0.087
"P27","No sabe",0,0.01,0.06,0.047,0.02,0.132
"P28","Muy buena",0.267,0.203,0.046,0.031,0.017,0.027
"P28","Buena",0.24,0.197,0.112,0.061,0.029,0.134
"P28","Ni buena ni mala",0.169,0.239,0.353,0.19,0.2,0.318
"P28","Mala",0.235,0.283,0.32,0.441,0.181,0.33
"P28","Muy mala",0.089,0.075,0.129,0.25,0.573,0.12
"P28","No sabe",0,0.003,0.04,0.027,0,0.071
"P29","Muy buena",0.326,0.144,0.038,0.019,0.045,0.015
"P29","Buena",0.205,0.23,0.096,0.077,0.065,0.179
"P29","Ni buena ni mala",0.265,0.373,0.525,0.372,0.299,0.499
"P29","Mala",0.115,0.151,0.168,0.311,0.263,0.117
"P29","Muy mala",0.082,0.096,0.118,0.169,0.306,0.061
"P29","No sabe",0.007,0.006,0.055,0.052,0.022,0.129
"P30","Muy buena",0.318,0.194,0.131,0.085,0.054,0.142
"P30","Buena",0.118,0.219,0.269,0.167,0.113,0.214
"P30","Ni buena ni mala",0.296,0.242,0.358,0.268,0.208,0.24
"P30","Mala",0.167,0.235,0.083,0.276,0.228,0.223
"P30","Muy mala",0.07,0.105,0.117,0.169,0.397,0.077
"P30","No sabe",0.031,0.005,0.042,0.035,0,0.104
"P31","Muy buena",0.479,0.226,0.265,0.232,0.122,0.204
"P31","Buena",0.082,0.186,0.165,0.043,0.044,0.08
"P31","Ni buena ni mala",0.084,0.053,0.119,0.048,0.029,0.076
"P31","Mala",0.255,0.229,0.177,0.264,0.111,0.111
"P31","Muy mala",0.1,0.302,0.265,0.386,0.688,0.362
"P31","No sabe",0,0.004,0.009,0.027,0.006,0.167
"P32","Muy buena",0.224,0.179,0.113,0.109,0.165,0.266
"P32","Buena",0.174,0.173,0.104,0.131,0.094,0.041
"P32","Ni buena ni mala",0.104,0.155,0.176,0.242,0.254,0.23
"P32","Mala",0.28,0.273,0.233,0.245,0.178,0.099
"P32","Muy mala",0.218,0.207,0.355,0.273,0.309,0.337
"P32","No sabe",0,0.013,0.019,0,0,0.027
