"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P33","Muy buena",0.332,0.138,0.107,0.155,0.079,0.101
"P33","Buena",0.21,0.213,0.22,0.106,0.092,0.177
"P33","Ni buena ni mala",0.181,0.116,0.183,0.115,0.064,0.186
"P33","Mala",0.162,0.313,0.19,0.264,0.189,0.096
"P33","Muy mala",0.115,0.22,0.288,0.36,0.57,0.44
"P33","No sabe",0,0,0.012,0,0.006,0
"P34","Muy buena",0.38,0.3,0.318,0.412,0.403,0.228
"P34","Buena",0.096,0.241,0.143,0.156,0.124,0.129
"P34","Ni buena ni mala",0.139,0.124,0.114,0.061,0.095,0.351
"P34","Mala",0.164,0.219,0.12,0.112,0.101,0.026
"P34","Muy mala",0.221,0.116,0.293,0.257,0.277,0.266
"P34","No sabe",0,0,0.012,0.002,0,0
"P35","Muy buena",0.376,0.287,0.225,0.245,0.286,0.294
"P35","Buena",0.105,0.219,0.183,0.318,0.402,0.196
"P35","Ni buena ni mala",0.118,0.112,0.138,0.073,0.088,0.199
"P35","Mala",0.198,0.204,0.134,0.141,0.036,0.083
"P35","Muy mala",0.203,0.178,0.309,0.221,0.188,0.228
"P35","No sabe",0,0,0.011,0.002,0,0
"P36","Muy buena",0.274,0.183,0.185,0.186,0.273,0.109
"P36","Buena",0.079,0.249,0.116,0.185,0.282,0.264
"P36","Ni buena ni mala",0.275,0.257,0.23,0.294,0.226,0.348
"P36","Mala",0.162,0.174,0.181,0.106,0.032,0.046
"P36","Muy mala",0.198,0.13,0.269,0.205,0.187,0.17
"P36","No sabe",0.012,0.007,0.019,0.024,0,0.063
"P37","Muy buena",0.323,0.352,0.24,0.449,0.609,0.152
"P37","Buena",0.095,0.195,0.151,0.093,0.093,0.29
"P37","Ni buena ni mala",0.194,0.175,0.149,0.099,0.098,0.28
"P37","Mala",0.189,0.122,0.118,0.121,0.029,0
"P37","Muy mala",0.196,0.131,0.309,0.224,0.171,0.278
"P37","No sabe",0.003,0.025,0.033,0.014,0,0
"P38","Muy buena",0.296,0.215,0.072,0.124,0.143,0.065
"P38","Buena",0.111,0.232,0.186,0.269,0.17,0.205
"P38","Ni buena ni mala",0.294,0.341,0.394,0.363,0.444,0.446
"P38","Mala",0.195,0.122,0.163,0.131,0.12,0.04
"P38","Muy mala",0.1,0.049,0.149,0.094,0.112,0.166
"P38","No sabe",0.004,0.041,0.036,0.019,0.011,0.078
"P39","Muy buena",0.208,0.164,0.107,0.118,0.266,0.048
"P39","Buena",0.134,0.203,0.12,0.225,0.162,0.131
"P39","Ni buena ni mala",0.226,0.236,0.244,0.268,0.306,0.473
"P39","Mala",0.17,0.195,0.144,0.134,0.052,0.069
"P39","Muy mala",0.252,0.196,0.347,0.246,0.172,0.264
"P39","No sabe",0.01,0.006,0.038,0.009,0.042,0.015
"P40","Muy buena",0.157,0.107,0.092,0.089,0.143,0.072
"P40","Buena",0.218,0.131,0.141,0.165,0.101,0.115
"P40","Ni buena ni mala",0.23,0.379,0.335,0.379,0.42,0.491
"P40","Mala",0.136,0.157,0.099,0.148,0.077,0.059
"P40","Muy mala",0.2,0.135,0.227,0.149,0.204,0.138
"P40","No sabe",0.059,0.091,0.106,0.07,0.055,0.125
