"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P26","Muy mala",0.014,0.019,0.019,0.057,0.294,0.058
"P26","No sabe",0,0.006,0.006,0.025,0,0.081
"P27","Muy buena",0.51,0.236,0.044,0.003,0,0.121
"P27","Buena",0.236,0.332,0.145,0.036,0.099,0.129
"P27","Ni buena ni mala",0.208,0.335,0.483,0.176,0.101,0.446
"P27","Mala",0.043,0.054,0.229,0.538,0.091,0.13
"P27","Muy mala",0.003,0.031,0.051,0.238,0.709,0.057
"P27","No sabe",0,0.012,0.048,0.009,0,0.117
"P28","Muy buena",0.24,0.184,0.021,0,0.088,0.069
"P28","Buena",0.235,0.207,0.081,0.023,0,0.105
"P28","Ni buena ni mala",0.174,0.296,0.319,0.084,0.045,0.238
"P28","Mala",0.314,0.221,0.391,0.418,0.14,0.341
"P28","Muy mala",0.037,0.085,0.165,0.475,0.727,0.17
"P28","No sabe",0,0.007,0.023,0,0,0.077
"P29","Muy buena",0.354,0.111,0.027,0.019,0.102,0.022
"P29","Buena",0.125,0.255,0.075,0.074,0,0.152
"P29","Ni buena ni mala",0.339,0.402,0.512,0.234,0.109,0.386
"P29","Mala",0.155,0.144,0.249,0.337,0.186,0.177
"P29","Muy mala",0.025,0.077,0.102,0.31,0.599,0.125
"P29","No sabe",0.002,0.011,0.035,0.026,0.004,0.138
"P30","Muy buena",0.33,0.201,0.105,0.069,0.102,0.084
"P30","Buena",0.204,0.345,0.147,0.067,0.049,0.211
"P30","Ni buena ni mala",0.289,0.274,0.359,0.162,0.024,0.316
"P30","Mala",0.165,0.098,0.23,0.33,0.214,0.176
"P30","Muy mala",0.012,0.076,0.117,0.372,0.611,0.122
"P30","No sabe",0,0.006,0.042,0,0,0.091
"P31","Muy buena",0.542,0.191,0.23,0.204,0.165,0.291
"P31","Buena",0.056,0.273,0.067,0.011,0.012,0.11
"P31","Ni buena ni mala",0.108,0.112,0.062,0.035,0,0.074
"P31","Mala",0.229,0.237,0.256,0.23,0.008,0.149
"P31","Muy mala",0.065,0.186,0.378,0.512,0.815,0.289
"P31","No sabe",0,0.001,0.007,0.008,0,0.087
"P32","Muy buena",0.217,0.104,0.142,0.134,0.288,0.111
"P32","Buena",0.065,0.24,0.083,0.148,0.011,0.185
"P32","Ni buena ni mala",0.149,0.16,0.202,0.218,0.302,0.172
"P32","Mala",0.309,0.275,0.271,0.201,0.189,0.105
"P32","Muy mala",0.26,0.207,0.295,0.278,0.21,0.419
"P32","No sabe",0,0.014,0.007,0.021,0,0.008
"P33","Muy buena",0.392,0.156,0.101,0.158,0.2,0.062
"P33","Buena",0.118,0.269,0.115,0.065,0.056,0.316
"P33","Ni buena ni mala",0.157,0.147,0.161,0.093,0.008,0.164
"P33","Mala",0.24,0.288,0.243,0.21,0.125,0.126
"P33","Muy mala",0.093,0.136,0.373,0.467,0.611,0.332
"P33","No sabe",0,0.004,0.007,0.007,0,0
"P34","Muy buena",0.356,0.294,0.364,0.348,0.688,0.268
"P34","Buena",0.108,0.273,0.118,0.123,0.054,0.165
"P34","Ni buena ni mala",0.177,0.077,0.113,0.096,0.046,0.136
"P34","Mala",0.118,0.148,0.16,0.119,0.094,0.095
"P34","Muy mala",0.241,0.208,0.236,0.314,0.118,0.332
"P34","No sabe",0,0,0.009,0,0,0.004
"P35","Muy buena",0.332,0.277,0.225,0.309,0.39,0.241
"P35","Buena",0.122,0.247,0.243,0.334,0.41,0.176
"P35","Ni buena ni mala",0.177,0.102,0.115,0.059,0.094,0.088
"P35","Mala",0.13,0.141,0.199,0.121,0,0.115
"P35","Muy mala",0.239,0.233,0.208,0.177,0.106,0.38
"P35","No sabe",0,0,0.01,0,0,0
"P36","Muy buena",0.311,0.143,0.177,0.262,0.519,0.101
"P36","Buena",0.124,0.275,0.195,0.122,0.014,0.112
"P36","Ni buena ni mala",0.215,0.185,0.281,0.295,0.361,0.302
"P36","Mala",0.129,0.224,0.14,0.12,0,0.081
"P36","Muy mala",0.21,0.157,0.196,0.197,0.106,0.353
"P36","No sabe",0.011,0.016,0.011,0.004,0,0.051
"P37","Muy buena",0.349,0.238,0.404,0.519,0.696,0.223
"P37","Buena",0.121,0.272,0.103,0.072,0.023,0.095
"P37","Ni buena ni mala",0.166,0.144,0.148,0.089,0.087,0.172
"P37","Mala",0.134,0.169,0.128,0.152,0,0.04
"P37","Muy mala",0.219,0.165,0.199,0.168,0.194,0.426
"P37","No sabe",0.011,0.012,0.018,0,0,0.044
"P38","Muy buena",0.243,0.158,0.129,0.069,0.088,0.158
"P38","Buena",0.189,0.248,0.184,0.28,0.309,0.126
"P38","Ni buena ni mala",0.319,0.327,0.397,0.423,0.34,0.393
"P38","Mala",0.199,0.162,0.152,0.149,0.067,0.09
"P38","Muy mala",0.049,0.08,0.11,0.079,0.192,0.167
"P38","No sabe",0.001,0.025,0.028,0,0.004,0.066
"P39","Muy buena",0.218,0.148,0.137,0.138,0.299,0.053
"P39","Buena",0.114,0.217,0.141,0.289,0.288,0.098
"P39","Ni buena ni mala",0.311,0.198,0.284,0.197,0.13,0.347
"P39","Mala",0.152,0.203,0.147,0.155,0.088,0.05
"P39","Muy mala",0.198,0.226,0.253,0.221,0.195,0.422
"P39","No sabe",0.007,0.008,0.038,0,0,0.03
"P40","Muy buena",0.219,0.111,0.063,0.17,0.208,0.042
"P40","Buena",0.154,0.183,0.122,0.118,0.245,0.156
"P40","Ni buena ni mala",0.366,0.407,0.384,0.41,0.111,0.284
"P40","Mala",0.132,0.109,0.138,0.215,0.131,0.053
"P40","Muy mala",0.121,0.137,0.192,0.087,0.281,0.267
"P40","No sabe",0.008,0.053,0.101,0,0.024,0.198
