"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.452,0.252,0.168,0.294,0.327,0.179
"P09","Casi siempre",0.246,0.456,0.356,0.322,0.224,0.322
"P09","Casi nunca",0.206,0.208,0.353,0.333,0.296,0.35
"P09","Nunca, pero esta es una excepción",0.096,0.084,0.123,0.051,0.153,0.149
"P10","Muy buena",0.592,0.209,0.049,0.073,0.084,0.11
"P10","Buena",0.169,0.473,0.251,0.106,0.097,0.192
"P10","Ni buena ni mala",0.207,0.244,0.524,0.394,0.251,0.498
"P10","Mala",0.008,0.058,0.119,0.351,0.176,0.059
"P10","Muy mala",0.016,0.014,0.033,0.017,0.392,0.016
"P10","No sabe",0.008,0.002,0.024,0.059,0,0.125
"P11","Muy buena",0.744,0.289,0.119,0.199,0.09,0.156
"P11","Buena",0.121,0.554,0.338,0.144,0.073,0.29
"P11","Ni buena ni mala",0.096,0.129,0.452,0.361,0.248,0.402
"P11","Mala",0.039,0.011,0.077,0.279,0.163,0.043
"P11","Muy mala",0,0.009,0.008,0.008,0.426,0.023
"P11","No sabe",0,0.008,0.006,0.009,0,0.086
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.428,0.222,0.243,0.296,0.253,0.351
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.444,0.595,0.397,0.341,0.382,0.374
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.089,0.122,0.249,0.194,0.339,0.094
"P15","No sabe",0.039,0.061,0.111,0.169,0.026,0.181
"P16","Muy de acuerdo",0.41,0.184,0.096,0.044,0.03,0.132
"P16","De acuerdo",0.112,0.274,0.124,0.092,0.099,0.103
"P16","Ni de acuerdo ni en desacuerdo",0.197,0.297,0.377,0.078,0.254,0.298
"P16","En desacuerdo",0.25,0.187,0.287,0.542,0.282,0.256
"P16","Muy en desacuerdo",0.026,0.026,0.107,0.218,0.319,0.078
"P16","No sabe",0.005,0.032,0.009,0.026,0.016,0.133
"P17","Si",0.55,0.289,0.287,0.256,0.242,0.297
"P17","No",0.391,0.503,0.516,0.596,0.721,0.464
"P17","No sabe",0.059,0.208,0.197,0.148,0.037,0.239
"P18","Proteger sus derechos ancestrales",0.43,0.2,0.191,0.231,0.083,0.172
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.263,0.374,0.273,0.068,0.142,0.353
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.204,0.25,0.299,0.248,0.203,0.133
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.088,0.128,0.214,0.402,0.53,0.286
"P18","No sabe",0.015,0.048,0.023,0.051,0.042,0.056
"P19","Muy de acuerdo",0.599,0.424,0.361,0.541,0.546,0.459
"P19","De acuerdo",0.205,0.312,0.31,0.253,0.206,0.213
"P19","Ni de acuerdo ni en desacuerdo",0.129,0.158,0.193,0.065,0.119,0.103
"P19","En desacuerdo",0.04,0.02,0.059,0.123,0.03,0.11
"P19","Muy en desacuerdo",0.027,0.068,0.036,0.014,0.087,0.034
"P19","No sabe",0,0.018,0.041,0.004,0.012,0.081
"P20","Si",0.841,0.73,0.562,0.397,0.399,0.53
"P20","No",0.106,0.131,0.136,0.396,0.557,0.101
"P20","No sabe",0.053,0.139,0.302,0.207,0.044,0.369
"P21","Si",0.761,0.522,0.344,0.252,0.235,0.363
"P21","No",0.104,0.155,0.212,0.383,0.622,0.142
"P21","No sabe",0.135,0.323,0.444,0.365,0.143,0.495
"P24","Muy de acuerdo",0.4,0.243,0.36,0.396,0.643,0.264
"P24","De acuerdo",0.13,0.239,0.164,0.096,0.007,0.133
"P24","Ni de acuerdo ni en desacuerdo",0.13,0.164,0.139,0.144,0.226,0.096
"P24","En desacuerdo",0.14,0.23,0.199,0.181,0.021,0.135
"P24","Muy en desacuerdo",0.197,0.109,0.13,0.179,0.103,0.349
"P24","No sabe",0.003,0.015,0.008,0.004,0,0.023
"P25","Muy de acuerdo",0.401,0.215,0.306,0.415,0.747,0.231
"P25","De acuerdo",0.048,0.273,0.194,0.089,0.088,0.111
"P25","Ni de acuerdo ni en desacuerdo",0.15,0.156,0.14,0.069,0.046,0.113
"P25","En desacuerdo",0.187,0.197,0.19,0.183,0.008,0.115
"P25","Muy en desacuerdo",0.214,0.153,0.162,0.244,0.111,0.372
"P25","No sabe",0,0.006,0.008,0,0,0.058
"P26","Muy buena",0.529,0.254,0.08,0.165,0.172,0.218
"P26","Buena",0.221,0.418,0.301,0.233,0.055,0.201
"P26","Ni buena ni mala",0.211,0.252,0.508,0.292,0.305,0.347
"P26","Mala",0.025,0.051,0.086,0.228,0.174,0.095
