"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P16","Muy de acuerdo",0.134,0.097,0.255,0.162,0.129,0
"P16","De acuerdo",0.129,0.225,0.176,0.181,0.102,0.021
"P16","Ni de acuerdo ni en desacuerdo",0.212,0.281,0.25,0.346,0.35,0.382
"P16","En desacuerdo",0.346,0.253,0.155,0.276,0.288,0.333
"P16","Muy en desacuerdo",0.162,0.083,0.117,0.017,0.089,0.09
"P16","No sabe",0.017,0.061,0.047,0.018,0.042,0.174
"P17","Si",0.158,0.095,0.265,0.527,0.624,0.259
"P17","No",0.771,0.786,0.466,0.166,0.188,0.051
"P17","No sabe",0.071,0.119,0.269,0.307,0.188,0.69
"P18","Proteger sus derechos ancestrales",0.103,0.064,0.247,0.385,0.38,0.251
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.187,0.287,0.305,0.304,0.412,0.076
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.26,0.304,0.34,0.188,0.136,0.262
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.446,0.307,0.064,0.078,0.043,0.09
"P18","No sabe",0.004,0.038,0.044,0.045,0.029,0.321
"P19","Muy de acuerdo",0.578,0.403,0.371,0.404,0.369,0.178
"P19","De acuerdo",0.184,0.238,0.401,0.312,0.346,0.111
"P19","Ni de acuerdo ni en desacuerdo",0.097,0.205,0.149,0.166,0.138,0.433
"P19","En desacuerdo",0.094,0.048,0.019,0.041,0.049,0.076
"P19","Muy en desacuerdo",0.031,0.081,0.032,0.026,0.047,0.113
"P19","No sabe",0.016,0.025,0.028,0.051,0.051,0.089
"P20","Si",0.577,0.561,0.687,0.62,0.632,0.563
"P20","No",0.255,0.17,0.102,0.147,0.13,0
"P20","No sabe",0.168,0.269,0.211,0.233,0.238,0.437
"P21","Si",0.364,0.433,0.485,0.479,0.411,0.49
"P21","No",0.304,0.218,0.128,0.156,0.189,0.031
"P21","No sabe",0.332,0.349,0.387,0.365,0.4,0.479
"P24","Muy de acuerdo",0.931,0.218,0.019,0.013,0,0.395
"P24","De acuerdo",0.025,0.685,0.14,0.042,0.014,0.084
"P24","Ni de acuerdo ni en desacuerdo",0.043,0.085,0.652,0.151,0.041,0
"P24","En desacuerdo",0,0.007,0.108,0.775,0.133,0.042
"P24","Muy en desacuerdo",0.001,0.002,0.063,0.019,0.8,0.12
"P24","No sabe",0,0.003,0.018,0,0.012,0.359
"P26","Muy buena",0.201,0.184,0.273,0.206,0.19,0.364
"P26","Buena",0.227,0.419,0.239,0.292,0.265,0.131
"P26","Ni buena ni mala",0.375,0.342,0.472,0.307,0.333,0.218
"P26","Mala",0.108,0.039,0.011,0.178,0.08,0.09
"P26","Muy mala",0.057,0.002,0.002,0.014,0.123,0
"P26","No sabe",0.032,0.014,0.003,0.003,0.009,0.197
"P27","Muy buena",0.108,0.153,0.189,0.218,0.134,0.127
"P27","Buena",0.147,0.31,0.116,0.18,0.188,0
"P27","Ni buena ni mala",0.316,0.315,0.53,0.333,0.376,0.597
"P27","Mala",0.234,0.13,0.118,0.164,0.131,0.023
"P27","Muy mala",0.162,0.052,0.031,0.069,0.116,0.093
"P27","No sabe",0.033,0.04,0.016,0.036,0.055,0.16
"P28","Muy buena",0.083,0.221,0.063,0.118,0.012,0
"P28","Buena",0.07,0.168,0.196,0.112,0.13,0.04
"P28","Ni buena ni mala",0.154,0.183,0.423,0.378,0.216,0.441
"P28","Mala",0.407,0.266,0.207,0.298,0.322,0.307
"P28","Muy mala",0.259,0.123,0.111,0.094,0.294,0.092
"P28","No sabe",0.027,0.039,0,0,0.026,0.12
"P29","Muy buena",0.093,0.13,0.069,0.081,0.068,0.166
"P29","Buena",0.067,0.175,0.221,0.185,0.085,0.033
"P29","Ni buena ni mala",0.301,0.463,0.506,0.441,0.409,0.28
"P29","Mala",0.302,0.131,0.113,0.186,0.194,0.024
"P29","Muy mala",0.209,0.047,0.053,0.076,0.197,0.377
"P29","No sabe",0.028,0.054,0.038,0.031,0.047,0.12
"P30","Muy buena",0.088,0.149,0.195,0.221,0.136,0.377
"P30","Buena",0.084,0.236,0.103,0.305,0.309,0.044
"P30","Ni buena ni mala",0.187,0.261,0.447,0.332,0.342,0.27
"P30","Mala",0.304,0.214,0.166,0.112,0.082,0.033
"P30","Muy mala",0.305,0.074,0.073,0.026,0.107,0.116
"P30","No sabe",0.032,0.066,0.016,0.004,0.024,0.16
"P31","Muy buena",0.082,0.063,0.178,0.448,0.643,0.127
"P31","Buena",0.002,0.157,0.188,0.197,0.128,0
"P31","Ni buena ni mala",0.034,0.043,0.181,0.099,0.08,0.106
"P31","Mala",0.327,0.281,0.172,0.111,0.075,0.07
"P31","Muy mala",0.53,0.421,0.279,0.145,0.074,0.495
"P31","No sabe",0.025,0.035,0.002,0,0,0.202
"P32","Muy buena",0.272,0.229,0.081,0.028,0.019,0.091
"P32","Buena",0.163,0.318,0.169,0.008,0.003,0
"P32","Ni buena ni mala",0.273,0.223,0.395,0.075,0.007,0.114
"P32","Mala",0.219,0.171,0.223,0.56,0.076,0.137
"P32","Muy mala",0.072,0.059,0.093,0.323,0.895,0.455
"P32","No sabe",0.001,0,0.039,0.006,0,0.203
"P33","Muy buena",0.103,0.105,0.058,0.243,0.273,0
"P33","Buena",0.042,0.158,0.078,0.242,0.403,0.043
"P33","Ni buena ni mala",0.052,0.091,0.367,0.214,0.145,0.101
"P33","Mala",0.348,0.209,0.25,0.165,0.067,0.031
"P33","Muy mala",0.453,0.437,0.247,0.136,0.108,0.622
"P33","No sabe",0.002,0,0,0,0.004,0.203
"P34","Muy buena",0.777,0.409,0.175,0.004,0.002,0.38
"P34","Buena",0.109,0.421,0.152,0.095,0.052,0.123
"P34","Ni buena ni mala",0.019,0.094,0.483,0.146,0.035,0.085
"P34","Mala",0.031,0.057,0.149,0.462,0.095,0.043
"P34","Muy mala",0.064,0.019,0.041,0.293,0.81,0.166
"P34","No sabe",0,0,0,0,0.006,0.203
"P35","Muy buena",0.524,0.371,0.217,0.031,0,0.091
"P35","Buena",0.366,0.41,0.224,0.064,0.019,0.402
"P35","Ni buena ni mala",0.084,0.122,0.349,0.106,0.013,0.062
"P35","Mala",0.015,0.092,0.193,0.544,0.055,0
"P35","Muy mala",0.011,0.005,0.017,0.255,0.91,0.21
"P35","No sabe",0,0,0,0,0.003,0.235
"P36","Muy buena",0.504,0.104,0.111,0.025,0,0
"P36","Buena",0.213,0.491,0.102,0.019,0,0.291
"P36","Ni buena ni mala",0.26,0.315,0.569,0.249,0.055,0.312
"P36","Mala",0.013,0.065,0.169,0.53,0.071,0
"P36","Muy mala",0.007,0.019,0.029,0.158,0.849,0.039
"P36","No sabe",0.003,0.006,0.02,0.019,0.025,0.358
"P37","Muy buena",0.793,0.382,0.211,0.038,0,0.091
"P37","Buena",0.098,0.437,0.169,0.029,0.003,0.124
"P37","Ni buena ni mala",0.084,0.135,0.454,0.205,0.03,0.087
"P37","Mala",0,0.044,0.127,0.493,0.067,0
"P37","Muy mala",0.025,0.002,0.028,0.174,0.895,0.33
"P37","No sabe",0,0,0.011,0.061,0.005,0.368
"P38","Muy buena",0.266,0.229,0.135,0.012,0.003,0.033
"P38","Buena",0.308,0.342,0.123,0.103,0.067,0
"P38","Ni buena ni mala",0.337,0.362,0.532,0.43,0.3,0.271
"P38","Mala",0.04,0.06,0.118,0.326,0.261,0
"P38","Muy mala",0.046,0.002,0.065,0.069,0.34,0.288
"P38","No sabe",0.003,0.005,0.027,0.06,0.029,0.408
"P39","Muy buena",0.345,0.145,0.048,0,0,0.032
"P39","Buena",0.285,0.335,0.108,0.029,0,0
"P39","Ni buena ni mala",0.308,0.367,0.54,0.147,0.035,0.271
"P39","Mala",0.033,0.077,0.185,0.539,0.04,0
"P39","Muy mala",0.029,0.031,0.066,0.284,0.908,0.414
"P39","No sabe",0,0.045,0.053,0.001,0.017,0.283
"P40","Muy buena",0.261,0.104,0.004,0,0.002,0.032
"P40","Buena",0.276,0.256,0.125,0.009,0.005,0
"P40","Ni buena ni mala",0.324,0.452,0.581,0.412,0.168,0.128
"P40","Mala",0.056,0.08,0.121,0.356,0.097,0
"P40","Muy mala",0.043,0.01,0.052,0.142,0.638,0.287
"P40","No sabe",0.04,0.098,0.117,0.081,0.09,0.553
