"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P09","Siempre",0.254,0.268,0.26,0.262,0.24,0.352
"P09","Casi siempre",0.253,0.395,0.378,0.409,0.395,0.088
"P09","Casi nunca",0.406,0.205,0.221,0.244,0.276,0.209
"P09","Nunca, pero esta es una excepción",0.087,0.132,0.141,0.085,0.089,0.351
"P10","Muy buena",0.165,0.105,0.284,0.196,0.123,0.046
"P10","Buena",0.211,0.38,0.226,0.241,0.212,0.275
"P10","Ni buena ni mala",0.395,0.372,0.34,0.436,0.479,0.513
"P10","Mala",0.112,0.096,0.061,0.085,0.115,0.09
"P10","Muy mala",0.089,0.003,0.019,0.033,0.031,0.076
"P10","No sabe",0.028,0.044,0.07,0.009,0.04,0
"P11","Muy buena",0.225,0.136,0.34,0.272,0.229,0.172
"P11","Buena",0.255,0.532,0.288,0.265,0.298,0.421
"P11","Ni buena ni mala",0.315,0.262,0.331,0.372,0.32,0.287
"P11","Mala",0.103,0.041,0.016,0.079,0.078,0
"P11","Muy mala",0.085,0.009,0,0.005,0.056,0
"P11","No sabe",0.017,0.02,0.025,0.007,0.019,0.12
"P12","Muy de acuerdo",0.155,0.038,0.148,0.142,0.134,0
"P12","De acuerdo",0.137,0.35,0.254,0.249,0.158,0.105
"P12","Ni de acuerdo ni en desacuerdo",0.335,0.425,0.392,0.408,0.287,0.22
"P12","En desacuerdo",0.105,0.045,0.045,0.091,0.1,0
"P12","Muy en desacuerdo",0.16,0.038,0.025,0.003,0.038,0
"P12","No sabe",0.108,0.104,0.136,0.107,0.283,0.675
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.206,0.146,0.129,0.327,0.502,0.037
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.421,0.54,0.562,0.436,0.39,0.435
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.282,0.233,0.168,0.142,0.052,0.031
"P15","No sabe",0.091,0.081,0.141,0.095,0.056,0.497
