"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P09","Siempre",0.302,0.189,0.244,0.332,0.212,0.168
"P09","Casi siempre",0.246,0.376,0.357,0.305,0.422,0.376
"P09","Casi nunca",0.32,0.301,0.301,0.304,0.27,0.393
"P09","Nunca, pero esta es una excepción",0.132,0.134,0.098,0.059,0.096,0.063
"P10","Muy buena",0.245,0.076,0.189,0.142,0.14,0.156
"P10","Buena",0.19,0.462,0.162,0.324,0.229,0.143
"P10","Ni buena ni mala",0.349,0.329,0.456,0.35,0.49,0.481
"P10","Mala",0.091,0.104,0.102,0.124,0.075,0
"P10","Muy mala",0.087,0.022,0.029,0.053,0.034,0.063
"P10","No sabe",0.038,0.007,0.062,0.007,0.032,0.157
"P11","Muy buena",0.308,0.125,0.249,0.17,0.266,0.263
"P11","Buena",0.24,0.561,0.241,0.309,0.308,0.369
"P11","Ni buena ni mala",0.28,0.225,0.379,0.409,0.287,0.105
"P11","Mala",0.068,0.051,0.081,0.092,0.07,0
"P11","Muy mala",0.097,0.017,0.027,0.016,0.053,0
"P11","No sabe",0.007,0.021,0.023,0.004,0.016,0.263
"P12","Muy de acuerdo",0.188,0.089,0.101,0.117,0.124,0.075
"P12","De acuerdo",0.148,0.34,0.149,0.35,0.159,0.193
"P12","Ni de acuerdo ni en desacuerdo",0.308,0.405,0.38,0.367,0.333,0.233
"P12","En desacuerdo",0.101,0.056,0.089,0.069,0.074,0.018
"P12","Muy en desacuerdo",0.175,0.005,0.094,0,0.035,0
"P12","No sabe",0.08,0.105,0.187,0.097,0.275,0.481
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.258,0.083,0.161,0.276,0.537,0.071
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.367,0.537,0.535,0.435,0.358,0.632
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.272,0.291,0.168,0.183,0.061,0.178
"P15","No sabe",0.103,0.089,0.136,0.106,0.044,0.119
"P16","Muy de acuerdo",0.192,0.066,0.15,0.171,0.136,0.098
"P16","De acuerdo",0.127,0.206,0.139,0.181,0.088,0.062
"P16","Ni de acuerdo ni en desacuerdo",0.264,0.197,0.255,0.388,0.375,0.316
"P16","En desacuerdo",0.262,0.308,0.32,0.224,0.281,0.394
"P16","Muy en desacuerdo",0.136,0.168,0.088,0.024,0.091,0
"P16","No sabe",0.019,0.055,0.048,0.012,0.029,0.13
"P17","Si",0.227,0.072,0.224,0.452,0.574,0.343
"P17","No",0.676,0.789,0.595,0.292,0.208,0.304
"P17","No sabe",0.097,0.139,0.181,0.256,0.218,0.353
"P18","Proteger sus derechos ancestrales",0.153,0.049,0.177,0.335,0.36,0.22
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.176,0.356,0.208,0.368,0.391,0.287
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.295,0.251,0.272,0.242,0.132,0.435
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.349,0.286,0.312,0.055,0.078,0.042
"P18","No sabe",0.027,0.058,0.031,0,0.039,0.016
"P19","Muy de acuerdo",0.653,0.397,0.449,0.303,0.418,0.31
"P19","De acuerdo",0.189,0.256,0.265,0.423,0.292,0.113
"P19","Ni de acuerdo ni en desacuerdo",0.076,0.194,0.12,0.21,0.162,0.207
"P19","En desacuerdo",0.048,0.045,0.092,0.039,0.046,0.063
"P19","Muy en desacuerdo",0.03,0.087,0.036,0.01,0.044,0.115
"P19","No sabe",0.004,0.021,0.038,0.015,0.038,0.192
"P20","Si",0.65,0.553,0.606,0.592,0.631,0.557
"P20","No",0.217,0.166,0.159,0.179,0.136,0
"P20","No sabe",0.133,0.281,0.235,0.229,0.233,0.443
"P21","Si",0.449,0.435,0.377,0.431,0.469,0.418
"P21","No",0.26,0.25,0.195,0.162,0.173,0.043
"P21","No sabe",0.291,0.315,0.428,0.407,0.358,0.539
"P24","Muy de acuerdo",0.784,0.573,0.347,0.039,0.022,0.073
"P24","De acuerdo",0.074,0.341,0.204,0.086,0.02,0.223
"P24","Ni de acuerdo ni en desacuerdo",0.112,0.081,0.245,0.206,0.053,0.045
"P24","En desacuerdo",0,0.004,0.143,0.581,0.222,0.173
"P24","Muy en desacuerdo",0.03,0,0.041,0.082,0.681,0.273
"P24","No sabe",0,0.001,0.02,0.006,0.002,0.213
"P25","Muy de acuerdo",0.832,0.419,0.334,0.031,0.011,0.048
"P25","De acuerdo",0.084,0.471,0.198,0.079,0.015,0.058
"P25","Ni de acuerdo ni en desacuerdo",0.064,0.069,0.254,0.146,0.016,0.139
"P25","En desacuerdo",0.02,0.018,0.155,0.637,0.123,0.182
"P25","Muy en desacuerdo",0,0,0.043,0.107,0.832,0.296
"P25","No sabe",0,0.023,0.016,0,0.003,0.277
"P26","Muy buena",0.325,0.176,0.164,0.182,0.209,0.179
"P26","Buena",0.214,0.443,0.225,0.262,0.244,0.196
"P26","Ni buena ni mala",0.302,0.309,0.476,0.382,0.327,0.277
"P26","Mala",0.09,0.052,0.086,0.164,0.089,0.089
"P26","Muy mala",0.069,0.006,0.009,0.01,0.126,0
"P26","No sabe",0,0.014,0.04,0,0.005,0.259
"P27","Muy buena",0.183,0.141,0.061,0.271,0.139,0.328
"P27","Buena",0.159,0.255,0.164,0.181,0.172,0.181
"P27","Ni buena ni mala",0.254,0.381,0.45,0.323,0.378,0.142
"P27","Mala",0.226,0.142,0.178,0.168,0.115,0.089
"P27","Muy mala",0.178,0.033,0.109,0.035,0.128,0.038
"P27","No sabe",0,0.048,0.038,0.022,0.068,0.222
