"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.511,0.388,0.34,0.257
"P06","Bastante",0.287,0.339,0.287,0.272
"P06","Poco",0.151,0.236,0.317,0.254
"P06","Nada",0.036,0.034,0.029,0.17
"P06","No sabe",0.015,0.003,0.027,0.047
"P07","Siempre",0.278,0.225,0.199,0.161
"P07","Casi siempre",0.378,0.413,0.393,0.283
"P07","Casi nunca",0.245,0.266,0.306,0.351
"P07","Nunca, pero esta es una excepción",0.099,0.096,0.102,0.205
"P08","Tiene Decidido que va a ir a votar",0.921,0.897,0.815,0.722
"P08","Tiene dudas sobre si va a ir a  votar",0.052,0.055,0.117,0.127
"P08","Tiene Decidido que no va a ir a votar",0.027,0.048,0.068,0.151
"P11","Unión por la Patria",0.327,0.241,0.258,0.159
"P11","Juntos por el Cambio",0.242,0.318,0.242,0.13
"P11","Liberales",0.309,0.252,0.262,0.1
"P11","Izquierda",0.024,0.029,0.066,0.057
"P11","Otro",0.054,0.108,0.076,0.068
"P11","No sabe",0.044,0.052,0.096,0.486
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.326,0.27,0.306,0.205
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.319,0.267,0.113
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.356,0.34,0.258,0.092
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.018,0.016,0.041,0.072
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.017,0.011,0.041,0.074
"P12","Otros",0.011,0.013,0.016,0.104
"P12","En blanco",0.008,0.009,0.01,0.082
"P12","No sabe",0.013,0.022,0.061,0.258
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.276,0.224,0.277,0.147
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.286,0.344,0.263,0.113
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.256,0.192,0.246,0.122
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.054,0.055,0.044,0.104
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.043,0.061,0.008
"P24","Otros",0.033,0.027,0.028,0.144
"P24","En blanco",0.052,0.062,0.02,0.121
"P24","No sabe",0.016,0.053,0.061,0.241
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.385,0.298,0.345,0.2
