"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.408,0.503,0.395,0.237
"P31","En blanco",0.129,0.092,0.101,0.139
"P31","No sabe",0.078,0.107,0.159,0.424
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.317,0.375,0.318,0.158
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.353,0.375,0.281,0.198
"P32","En blanco",0.229,0.14,0.214,0.167
"P32","No sabe",0.101,0.11,0.187,0.477
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.362,0.296,0.343,0.229
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.461,0.531,0.407,0.244
"P33","En blanco",0.111,0.081,0.11,0.124
"P33","No sabe",0.066,0.092,0.14,0.403
"P35","Lo votaría",0.354,0.294,0.328,0.191
"P35","Puede que lo vote",0.074,0.136,0.18,0.233
"P35","Nunca lo votaría",0.541,0.507,0.431,0.334
"P35","No sabe",0.031,0.063,0.061,0.242
"P36","Lo votaría",0.332,0.362,0.25,0.104
"P36","Puede que lo vote",0.151,0.222,0.286,0.29
"P36","Nunca lo votaría",0.475,0.344,0.399,0.353
"P36","No sabe",0.042,0.072,0.065,0.253
"P37","Lo votaría",0.365,0.349,0.258,0.108
"P37","Puede que lo vote",0.13,0.224,0.246,0.266
"P37","Nunca lo votaría",0.474,0.386,0.418,0.412
"P37","No sabe",0.031,0.041,0.078,0.214
"P38","Lo votaría",0.086,0.073,0.093,0.073
"P38","Puede que lo vote",0.166,0.141,0.224,0.17
"P38","Nunca lo votaría",0.692,0.705,0.583,0.451
"P38","No sabe",0.056,0.081,0.1,0.306
"P39","Lo votaría",0.07,0.088,0.121,0.13
"P39","Puede que lo vote",0.19,0.224,0.237,0.19
"P39","Nunca lo votaría",0.683,0.606,0.537,0.38
"P39","No sabe",0.057,0.082,0.105,0.3
"P52","Si",0.478,0.463,0.432,0.334
"P52","No",0.522,0.537,0.568,0.666
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.327,0.256,0.31,0.208
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.322,0.264,0.123
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.357,0.337,0.27,0.105
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.018,0.043,0.076
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.025,0.035,0.069
"PRESIDENTE","Otros",0.009,0.013,0.02,0.104
"PRESIDENTE","En blanco",0.009,0.009,0.009,0.101
"PRESIDENTE","No sabe",0.013,0.02,0.049,0.214
