"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Totalmente seguro",0.692,0.708,0.677,0.728,0.679,0.696,0.673,0.683,0.671,0.726,0.728,0.695,0.483,0.763,0.638,0.682,0.541,0.788,0.678,0.662,0.726,0.711
"Bastante seguro",0.14,0.146,0.135,0.143,0.139,0.138,0.145,0.118,0.164,0.131,0.121,0.164,0.214,0.095,0.175,0.178,0.163,0.129,0.145,0.146,0.151,0.133
"Algo seguro",0.096,0.086,0.105,0.088,0.098,0.091,0.108,0.097,0.102,0.088,0.083,0.096,0.167,0.093,0.111,0.091,0.171,0.058,0.1,0.11,0.049,0.093
"Para nada seguro",0.072,0.06,0.083,0.041,0.084,0.075,0.074,0.102,0.063,0.055,0.068,0.045,0.136,0.049,0.076,0.049,0.125,0.025,0.077,0.082,0.074,0.063
