"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Unión por la Patria",0.285,0.267,0.3,0.215,0.307,0.303,0.293,0.285,0.271,0.3,0.602,0.089,0.172,0.731,0.614,0.015,0.094,0.04,0.253,0.207,0.333,0.338
"Juntos por el Cambio",0.241,0.202,0.278,0.148,0.173,0.32,0.393,0.197,0.24,0.284,0.083,0.429,0.205,0.092,0.136,0.666,0.514,0.04,0.262,0.237,0.221,0.227
"Liberales",0.277,0.349,0.21,0.44,0.303,0.188,0.147,0.263,0.286,0.279,0.165,0.344,0.301,0.083,0.131,0.236,0.173,0.712,0.29,0.326,0.195,0.255
"Izquierda",0.034,0.032,0.036,0.043,0.035,0.028,0.029,0.028,0.03,0.045,0.028,0.018,0.046,0.014,0.031,0.009,0.101,0.017,0.04,0.03,0.018,0.033
"Otro",0.067,0.066,0.068,0.079,0.077,0.062,0.04,0.084,0.082,0.033,0.037,0.069,0.171,0.021,0.035,0.023,0.021,0.14,0.068,0.089,0.098,0.054
"No sabe",0.096,0.084,0.108,0.075,0.105,0.099,0.098,0.143,0.091,0.059,0.085,0.051,0.105,0.059,0.053,0.051,0.097,0.051,0.087,0.111,0.135,0.093
