"var","categoria","Si","No"
"P06","Mucho",0.516,0.443
"P06","Bastante",0.292,0.287
"P06","Poco",0.159,0.197
"P06","Nada",0.02,0.056
"P06","No sabe",0.013,0.017
"P07","Siempre",0.327,0.201
"P07","Casi siempre",0.458,0.364
"P07","Casi nunca",0.156,0.318
"P07","Nunca, pero esta es una excepción",0.059,0.117
"P08","Tiene Decidido que va a ir a votar",0.919,0.869
"P08","Tiene dudas sobre si va a ir a  votar",0.064,0.073
"P08","Tiene Decidido que no va a ir a votar",0.017,0.058
"P11","Unión por la Patria",0.329,0.273
"P11","Juntos por el Cambio",0.273,0.258
"P11","Liberales",0.271,0.299
"P11","Izquierda",0.021,0.038
"P11","Otro",0.053,0.054
"P11","No sabe",0.053,0.078
"P12","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.348,0.276
"P12","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.275,0.271
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.298,0.333
"P12","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.03
"P12","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.026,0.017
"P12","Otros",0.009,0.02
"P12","En blanco",0.007,0.016
"P12","No sabe",0.021,0.037
"P15","Totalmente seguro",0.725,0.684
"P15","Bastante seguro",0.146,0.146
"P15","Algo seguro",0.089,0.101
"P15","Para nada seguro",0.04,0.069
"P24","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.289,0.232
"P24","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.297,0.27
"P24","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.197,0.287
"P24","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.066,0.062
"P24","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.044,0.023
"P24","Otros",0.024,0.038
"P24","En blanco",0.049,0.044
"P24","No sabe",0.034,0.044
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.385,0.312
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.426,0.433
"P31","En blanco",0.121,0.126
"P31","No sabe",0.068,0.129
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.335,0.318
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.32,0.357
"P32","En blanco",0.232,0.198
"P32","No sabe",0.113,0.127
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.37,0.308
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.443,0.467
"P33","En blanco",0.111,0.119
"P33","No sabe",0.076,0.106
"P35","Lo votaría",0.369,0.294
"P35","Puede que lo vote",0.1,0.108
"P35","Nunca lo votaría",0.495,0.544
"P35","No sabe",0.036,0.054
"P36","Lo votaría",0.308,0.325
"P36","Puede que lo vote",0.182,0.184
"P36","Nunca lo votaría",0.465,0.436
"P36","No sabe",0.045,0.055
"P37","Lo votaría",0.332,0.346
"P37","Puede que lo vote",0.159,0.168
"P37","Nunca lo votaría",0.473,0.438
"P37","No sabe",0.036,0.048
"P38","Lo votaría",0.074,0.082
"P38","Puede que lo vote",0.195,0.165
"P38","Nunca lo votaría",0.675,0.676
"P38","No sabe",0.056,0.077
"P39","Lo votaría",0.107,0.061
"P39","Puede que lo vote",0.201,0.204
"P39","Nunca lo votaría",0.622,0.657
"P39","No sabe",0.07,0.078
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.346,0.275
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.282,0.273
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.293,0.337
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.027
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.02
"PRESIDENTE","Otros",0.007,0.018
"PRESIDENTE","En blanco",0.01,0.018
"PRESIDENTE","No sabe",0.015,0.032
