"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.4,0.386,0.413,0.379,0.409,0.45,0.344,0.394,0.391,0.424,0.656,0.144,0.145,0.433,0.336,0.743,0.494,0.027,0.155,0.138
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.263,0.249,0.276,0.216,0.226,0.284,0.388,0.277,0.235,0.293,0.122,0.513,0.407,0.246,0.296,0.134,0.212,0.764,0.451,0.119
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.194,0.248,0.145,0.253,0.219,0.124,0.145,0.164,0.234,0.164,0.127,0.252,0.245,0.176,0.229,0.066,0.191,0.132,0.152,0.602
"Gobernador y vicegobernador de la izquierda",0.035,0.038,0.032,0.047,0.032,0.032,0.027,0.041,0.031,0.032,0.023,0.018,0.072,0.035,0.035,0.018,0.027,0.007,0.075,0.019
"En blanco",0.068,0.055,0.08,0.073,0.069,0.061,0.068,0.07,0.073,0.058,0.052,0.051,0.092,0.07,0.064,0.027,0.068,0.049,0.101,0.09
"No sabe",0.04,0.024,0.054,0.032,0.045,0.049,0.028,0.054,0.036,0.029,0.02,0.022,0.039,0.04,0.04,0.012,0.008,0.021,0.066,0.032
