"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.836,0.172,0.174,0.16,0.165,0.189,0.371,0.183
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.077,0.708,0.111,0.094,0.082,0.047,0.063,0.081
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.058,0.085,0.652,0.06,0.315,0.131,0.031,0.2
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.008,0.003,0.015,0.581,0,0.144,0,0
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.006,0.007,0.035,0.01,0.432,0.108,0.006,0.033
"P20","En blanco",0.005,0.013,0.007,0.006,0,0.139,0.342,0.024
"P20","No sabe",0.01,0.012,0.006,0.089,0.006,0.242,0.187,0.479
"P26","Totalmente seguro",0.83,0.739,0.795,0.467,0.569,0.385,0.404,0.188
"P26","Bastante seguro",0.075,0.124,0.096,0.157,0.192,0.088,0.088,0.109
"P26","Algo seguro",0.052,0.065,0.069,0.059,0.143,0.252,0.046,0.09
"P26","Para nada seguro",0.043,0.072,0.04,0.317,0.096,0.275,0.462,0.613
"P27","Tiene Decidido que va a ir a votar",0.944,0.925,0.91,0.87,0.822,0.828,0.66,0.73
"P27","Tiene dudas sobre si va a ir a  votar",0.045,0.06,0.076,0.091,0.076,0.156,0.208,0.207
"P27","Tiene Decidido que no va a ir a votar",0.011,0.015,0.014,0.039,0.102,0.016,0.132,0.063
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.893,0.175,0.164,0.275,0.188,0.183,0.339,0.139
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.062,0.763,0.372,0.164,0.454,0.182,0.06,0.119
"P28","En blanco",0.035,0.041,0.29,0.263,0.129,0.039,0.491,0.031
"P28","No sabe",0.01,0.021,0.174,0.298,0.229,0.596,0.11,0.711
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.216,0.755,0.168,0.273,0.422,0.195,0.153,0.102
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.073,0.132,0.728,0.186,0.255,0.123,0.011,0.215
"P29","En blanco",0.492,0.055,0.038,0.347,0.142,0.239,0.523,0.064
"P29","No sabe",0.219,0.058,0.066,0.194,0.181,0.443,0.313,0.619
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.878,0.223,0.149,0.45,0.423,0.201,0.332,0.242
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.042,0.277,0.774,0.128,0.276,0.262,0.02,0.285
"P30","En blanco",0.057,0.275,0.059,0.291,0.132,0.117,0.429,0.035
"P30","No sabe",0.023,0.225,0.018,0.131,0.169,0.42,0.219,0.438
"P38","Inflación",0.409,0.326,0.303,0.33,0.45,0.105,0.232,0.21
"P38","Desempleo",0.085,0.072,0.038,0.028,0.011,0.181,0.118,0.091
"P38","Corrupción",0.106,0.432,0.458,0.36,0.392,0.364,0.38,0.394
"P38","Inseguridad",0.158,0.109,0.115,0.094,0.072,0.235,0.21,0.104
"P38","Precio del dólar",0.058,0.012,0.016,0.003,0,0.076,0,0.037
"P38","Pobreza",0.077,0.018,0.016,0.068,0.064,0.007,0.06,0.026
"P38","Narcotráfico",0.022,0.001,0.004,0.011,0,0,0,0.045
"P38","Tarifas",0.006,0.003,0.002,0,0,0,0,0
"P38","Otro",0.06,0.025,0.038,0.106,0.011,0.017,0,0.015
"P38","No sabe",0.019,0.002,0.01,0,0,0.015,0,0.078
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.787,0.126,0.159,0.111,0.075,0.15,0.176,0.202
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.102,0.707,0.139,0.036,0.132,0.051,0.057,0.027
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.06,0.102,0.62,0.076,0.162,0.068,0.036,0.101
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.009,0.008,0.018,0.674,0.056,0.159,0.007,0
"GOBERNADOR","En blanco",0.031,0.044,0.058,0.016,0.568,0.306,0.508,0.154
"GOBERNADOR","No sabe",0.011,0.013,0.006,0.087,0.007,0.266,0.216,0.516
"CORTA_GOBERNADOR","Si",0.134,0.219,0.266,0.12,0.349,0.148,0.258,0.241
"CORTA_GOBERNADOR","No",0.866,0.781,0.734,0.88,0.651,0.852,0.742,0.759
