"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.35,0.312,0.384,0.272,0.339,0.349,0.486,0.36,0.317,0.393,0.217,0.568,0.451,0.332,0.386,0.226,0.365,0.79,0.526,0.146
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.241,0.321,0.17,0.35,0.242,0.187,0.161,0.21,0.282,0.213,0.148,0.318,0.382,0.216,0.291,0.109,0.156,0.153,0.285,0.704
"En blanco",0.248,0.238,0.257,0.214,0.268,0.288,0.196,0.236,0.247,0.264,0.413,0.053,0.131,0.275,0.194,0.431,0.358,0.021,0.092,0.071
"No sabe",0.161,0.129,0.189,0.164,0.151,0.176,0.157,0.194,0.154,0.13,0.222,0.061,0.036,0.177,0.129,0.234,0.121,0.036,0.097,0.079
