"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Unión por la Patria",0.296,0.311,0.282,0.241,0.303,0.336,0.295,0.279,0.278,0.346,0.501,0.161,0.192,0.301,0.287
"Juntos por el Cambio",0.335,0.307,0.362,0.258,0.293,0.391,0.457,0.301,0.353,0.35,0.224,0.573,0.256,0.328,0.349
"Liberales",0.147,0.193,0.104,0.219,0.17,0.099,0.07,0.153,0.141,0.15,0.068,0.176,0.305,0.145,0.152
"Izquierda",0.033,0.033,0.033,0.041,0.04,0.019,0.025,0.035,0.028,0.04,0.028,0.012,0.036,0.035,0.03
"Otro",0.057,0.052,0.061,0.078,0.065,0.041,0.032,0.059,0.063,0.043,0.055,0.026,0.073,0.064,0.043
"No sabe",0.132,0.104,0.158,0.163,0.129,0.114,0.121,0.173,0.137,0.071,0.124,0.052,0.138,0.127,0.139
