"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Siempre",0.218,0.226,0.211,0.185,0.217,0.233,0.249,0.246,0.206,0.204,0.218,0.267,0.136,0.211,0.234
"Casi siempre",0.374,0.383,0.366,0.271,0.373,0.43,0.442,0.315,0.385,0.433,0.446,0.406,0.154,0.397,0.327
"Casi nunca",0.29,0.285,0.294,0.344,0.306,0.264,0.209,0.311,0.279,0.279,0.245,0.253,0.67,0.278,0.312
"Nunca, pero esta es una excepción",0.118,0.106,0.129,0.2,0.104,0.073,0.1,0.128,0.13,0.084,0.091,0.074,0.04,0.114,0.127
