"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.342,0.313,0.37,0.313,0.272,0.4,0.443,0.34,0.319,0.373,0.229,0.496,0.424,0.334,0.358
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.282,0.334,0.23,0.448,0.314,0.209,0.167,0.292,0.292,0.259,0.161,0.364,0.222,0.289,0.267
"En blanco",0.254,0.243,0.265,0.193,0.289,0.265,0.212,0.216,0.25,0.299,0.444,0.084,0.193,0.251,0.261
"No sabe",0.122,0.11,0.135,0.046,0.125,0.126,0.178,0.152,0.139,0.069,0.166,0.056,0.161,0.126,0.114
