"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Si",0.522,0.557,0.487,0.498,0.532,0.541,0.488,0.549,0.496,0.528,0.533,0.557,0.371,0.511,0.544
"No",0.478,0.443,0.513,0.502,0.468,0.459,0.512,0.451,0.504,0.472,0.467,0.443,0.629,0.489,0.456
