"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P05","Mucho",0.359,0.372,0.494,0.392
"P05","Bastante",0.461,0.432,0.386,0.38
"P05","Poco",0.149,0.136,0.092,0.149
"P05","Nada",0.02,0.048,0.022,0.069
"P05","No sabe",0.011,0.012,0.006,0.01
"P06","Siempre",0.238,0.216,0.261,0.307
"P06","Casi siempre",0.452,0.449,0.44,0.398
"P06","Casi nunca",0.253,0.236,0.238,0.231
"P06","Nunca, pero esta es una excepción",0.057,0.099,0.061,0.064
"P08","Unión por la Patria",0.125,0.129,0.669,0.542
"P08","Juntos por el Cambio",0.743,0.159,0.14,0.173
"P08","Liberales",0.063,0.586,0.031,0.014
"P08","Izquierda",0.004,0.024,0.066,0.042
"P08","Otro",0.028,0.047,0.04,0.036
"P08","No sabe",0.037,0.055,0.054,0.193
"P15","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.081,0.062,0.581,0.549
"P15","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.024,0.039,0.233,0.083
"P15","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.656,0.126,0.028,0.025
"P15","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.181,0.068,0.049,0.113
"P15","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.033,0.665,0.025,0.03
"P15","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.003,0.004,0.034,0.026
"P15","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.008,0.008,0.002,0.029
"P15","Otros",0.006,0.004,0.019,0.039
"P15","En blanco",0.004,0.011,0.015,0.008
"P15","No sabe",0.004,0.013,0.014,0.098
"P24","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.088,0.078,0.532,0.443
"P24","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.037,0.095,0.201,0.159
"P24","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.474,0.306,0.041,0.074
"P24","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.231,0.081,0.079,0.104
"P24","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.141,0.363,0.025,0.02
"P24","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.008,0.014,0.041,0.017
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.004,0.01,0.006,0.02
"P24","Otros",0.005,0.012,0.032,0.038
"P24","En blanco",0.007,0.021,0.022,0.02
"P24","No sabe",0.005,0.02,0.021,0.105
