"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.562,0.339,0.217,0.238
"P05","Bastante",0.268,0.497,0.39,0.236
"P05","Poco",0.106,0.12,0.309,0.276
"P05","Nada",0.044,0.034,0.066,0.212
"P05","No sabe",0.02,0.01,0.018,0.038
"P08","Unión por la Patria",0.368,0.316,0.235,0.237
"P08","Juntos por el Cambio",0.355,0.373,0.327,0.181
"P08","Liberales",0.131,0.145,0.15,0.18
"P08","Izquierda",0.04,0.024,0.038,0.04
"P08","Otro",0.051,0.046,0.058,0.105
"P08","No sabe",0.055,0.096,0.192,0.257
"P15","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.323,0.288,0.226,0.228
"P15","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.094,0.092,0.09,0.091
"P15","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.259,0.283,0.237,0.15
"P15","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.123,0.109,0.112,0.07
"P15","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.134,0.144,0.19,0.28
"P15","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.01,0.014,0.03,0.034
"P15","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.004,0.007,0.015,0.009
"P15","Otros",0.031,0.018,0.027,0.031
"P15","En blanco",0.013,0.009,0.02,0.038
"P15","No sabe",0.009,0.036,0.053,0.069
"P24","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.3,0.25,0.231,0.255
"P24","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.103,0.12,0.106,0.103
"P24","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.254,0.272,0.265,0.157
"P24","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.141,0.128,0.132,0.079
"P24","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.131,0.133,0.128,0.188
"P24","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.019,0.015,0.033,0.019
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.005,0.013,0.008,0.011
"P24","Otros",0.017,0.017,0.029,0.067
"P24","En blanco",0.018,0.012,0.02,0.035
"P24","No sabe",0.012,0.04,0.048,0.086
"P25","Totalmente seguro",0.789,0.662,0.626,0.634
"P25","Bastante seguro",0.098,0.172,0.143,0.118
"P25","Algo seguro",0.066,0.088,0.125,0.087
"P25","Para nada seguro",0.047,0.078,0.106,0.161
"P26","Tiene Decidido que va a ir a votar",0.924,0.907,0.869,0.815
"P26","Tiene dudas sobre si va a ir a votar",0.045,0.069,0.093,0.08
"P26","Tiene Decidido que no va a ir a votar",0.031,0.024,0.038,0.105
