"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Totalmente seguro",0.68,0.707,0.654,0.688,0.674,0.683,0.682,0.677,0.662,0.707,0.7,0.74,0.493,0.679,0.683
"Bastante seguro",0.142,0.138,0.147,0.127,0.132,0.154,0.164,0.126,0.148,0.153,0.149,0.126,0.236,0.145,0.136
"Algo seguro",0.093,0.084,0.1,0.132,0.094,0.079,0.072,0.087,0.101,0.086,0.089,0.073,0.127,0.094,0.089
"Para nada seguro",0.085,0.071,0.099,0.053,0.1,0.084,0.082,0.11,0.089,0.054,0.062,0.061,0.144,0.082,0.092
