"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.361,0.152,0.122,0.144,0.241
"P06","Casi siempre",0.372,0.483,0.235,0.194,0.213
"P06","Casi nunca",0.185,0.293,0.471,0.286,0.292
"P06","Nunca, pero esta es una excepción",0.082,0.072,0.172,0.376,0.254
"P08","Unión por la Patria",0.395,0.282,0.182,0.161,0.197
"P08","Juntos por el Cambio",0.33,0.386,0.304,0.181,0.118
"P08","Liberales",0.156,0.134,0.165,0.11,0.233
"P08","Izquierda",0.027,0.034,0.03,0.073,0.014
"P08","Otro",0.04,0.049,0.097,0.076,0.112
"P08","No sabe",0.052,0.115,0.222,0.399,0.326
"P15","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.334,0.26,0.217,0.143,0.105
"P15","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.114,0.082,0.066,0.047,0.25
"P15","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.238,0.28,0.256,0.158,0.137
"P15","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.093,0.13,0.105,0.086,0.048
"P15","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.158,0.157,0.186,0.253,0.159
"P15","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.014,0.019,0.027,0.053,0
"P15","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.007,0.011,0.003,0.01,0.042
"P15","Otros",0.02,0.021,0.039,0.038,0.031
"P15","En blanco",0.007,0.014,0.024,0.07,0.036
"P15","No sabe",0.015,0.026,0.077,0.142,0.192
"P24","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.303,0.231,0.238,0.156,0.303
"P24","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.135,0.118,0.052,0.052,0.063
"P24","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.248,0.274,0.265,0.174,0.056
"P24","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.109,0.141,0.149,0.13,0.034
"P24","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.125,0.134,0.145,0.172,0.341
"P24","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.021,0.021,0.021,0.037,0.009
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.008,0.015,0,0,0
"P24","Otros",0.02,0.024,0.026,0.051,0.023
"P24","En blanco",0.012,0.013,0.018,0.089,0.077
"P24","No sabe",0.019,0.029,0.086,0.139,0.094
"P25","Totalmente seguro",0.791,0.655,0.534,0.446,0.719
"P25","Bastante seguro",0.106,0.185,0.152,0.065,0.043
"P25","Algo seguro",0.064,0.081,0.167,0.184,0.064
"P25","Para nada seguro",0.039,0.079,0.147,0.305,0.174
"P26","Tiene Decidido que va a ir a votar",0.943,0.906,0.82,0.613,0.82
"P26","Tiene dudas sobre si va a ir a votar",0.041,0.073,0.116,0.163,0.044
"P26","Tiene Decidido que no va a ir a votar",0.016,0.021,0.064,0.224,0.136
"P31","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.417,0.334,0.276,0.161,0.227
"P31","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.303,0.359,0.337,0.232,0.118
