"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.507,0.453,0.392,0.314
"P05","Bastante",0.364,0.443,0.445,0.438
"P05","Poco",0.086,0.086,0.128,0.13
"P05","Nada",0.017,0.014,0.027,0.081
"P05","No sabe",0.026,0.004,0.008,0.037
"P06","Siempre",0.335,0.19,0.255,0.249
"P06","Casi siempre",0.345,0.54,0.443,0.441
"P06","Casi nunca",0.245,0.222,0.242,0.247
"P06","Nunca, pero esta es una excepción",0.075,0.048,0.06,0.063
"P08","Unión por la Patria",0.39,0.629,0.245,0.454
"P08","Juntos por el Cambio",0.09,0.22,0.486,0.248
"P08","Liberales",0.184,0.07,0.176,0.015
"P08","Izquierda",0.273,0.023,0.009,0.033
"P08","Otro",0.034,0.032,0.035,0.067
"P08","No sabe",0.029,0.026,0.049,0.183
"P15","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.179,0.474,0.21,0.369
"P15","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.249,0.239,0.046,0.093
"P15","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.083,0.128,0.378,0.058
"P15","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.04,0.059,0.145,0.079
"P15","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.263,0.07,0.176,0.143
"P15","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.168,0.011,0.002,0.003
"P15","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0,0.002,0.009,0.054
"P15","Otros",0.014,0.011,0.01,0.039
"P15","En blanco",0.004,0,0.008,0.004
"P15","No sabe",0,0.006,0.016,0.158
"P24","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.384,0.433,0.189,0.226
"P24","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.151,0.229,0.067,0.247
