"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Mucho",0.337,0.393,0.283,0.321,0.343,0.339,0.339,0.276,0.315,0.452,0.399,0.37,0.232,0.336,0.337
"Bastante",0.381,0.37,0.392,0.35,0.378,0.391,0.418,0.354,0.404,0.377,0.391,0.412,0.466,0.383,0.376
"Poco",0.195,0.173,0.215,0.221,0.2,0.199,0.14,0.222,0.21,0.133,0.156,0.171,0.232,0.194,0.197
"Nada",0.067,0.051,0.083,0.071,0.065,0.062,0.075,0.111,0.056,0.03,0.043,0.042,0.052,0.07,0.062
"No sabe",0.02,0.013,0.027,0.037,0.014,0.009,0.028,0.037,0.015,0.008,0.011,0.005,0.018,0.017,0.028
