"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.364,0.354,0.375,0.339,0.384,0.376,0.323,0.359,0.332,0.411,0.69,0.09,0.314,0.36,0.374
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.393,0.379,0.407,0.348,0.355,0.408,0.497,0.368,0.414,0.391,0.15,0.677,0.413,0.395,0.388
"En blanco",0.155,0.193,0.117,0.231,0.179,0.125,0.078,0.168,0.156,0.141,0.104,0.144,0.132,0.163,0.139
"No sabe",0.088,0.074,0.101,0.082,0.082,0.091,0.102,0.105,0.098,0.057,0.056,0.089,0.141,0.082,0.099
