"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-09-22,0.289,0.442,0.058,0.05,0.017,NA,0.144,0.272,0.372,0.107,0.074,0.016,NA,0.159,0.305,0.506,0.013,0.029,0.018,NA,0.129,0.248,0.371,0.117,0.078,0.012,NA,0.174,0.339,0.39,0.021,0.045,0.02,NA,0.185,0.283,0.495,0.068,0.031,0.018,NA,0.105,0.253,0.585,0.035,0.045,0.017,NA,0.065,0.292,0.412,0.094,0.033,0.017,NA,0.152,0.301,0.374,0.047,0.082,0.015,NA,0.181,0.269,0.584,0.02,0.03,0.019,NA,0.078,0.544,0.224,0.071,0.025,0.021,NA,0.115,0.047,0.837,0,0.036,0,NA,0.08,0,0.338,0.15,0.102,0.195,NA,0.215
2021-09-23,0.292,0.468,0.042,0.058,0.029,NA,0.111,0.267,0.485,0.048,0.078,0.02,NA,0.102,0.313,0.453,0.036,0.04,0.038,NA,0.12,0.27,0.446,0.03,0.105,0,NA,0.149,0.369,0.386,0.029,0.052,0.056,NA,0.108,0.266,0.532,0.06,0.011,0.028,NA,0.103,0.197,0.587,0.063,0.059,0.019,NA,0.075,0.354,0.411,0.075,0.04,0.047,NA,0.073,0.279,0.428,0.015,0.093,0.025,NA,0.16,0.221,0.608,0.036,0.031,0.011,NA,0.093,0.618,0.203,0.019,0.027,0.045,NA,0.088,0.038,0.883,0.011,0.04,0,NA,0.028,0,0.452,0.047,0,0.261,NA,0.24
2021-09-24,0.289,0.494,0.042,0.053,0.027,NA,0.095,0.264,0.487,0.065,0.067,0.026,NA,0.091,0.311,0.5,0.021,0.04,0.029,NA,0.099,0.329,0.404,0.058,0.053,0.036,NA,0.12,0.336,0.439,0.025,0.07,0.042,NA,0.088,0.244,0.569,0.058,0.03,0.013,NA,0.086,0.187,0.645,0.037,0.047,0,NA,0.084,0.351,0.463,0.059,0.029,0.031,NA,0.067,0.288,0.448,0.027,0.073,0.034,NA,0.13,0.203,0.607,0.042,0.056,0.011,NA,0.081,0.595,0.236,0.016,0.027,0.051,NA,0.075,0.064,0.867,0.012,0.032,0,NA,0.025,0,0.534,0,0,0.209,NA,0.257
2021-09-25,0.316,0.438,0.051,0.055,0.027,NA,0.113,0.307,0.413,0.068,0.067,0.027,NA,0.118,0.324,0.462,0.035,0.044,0.027,NA,0.108,0.362,0.281,0.094,0.065,0.041,NA,0.157,0.337,0.43,0.037,0.064,0.041,NA,0.091,0.24,0.536,0.046,0.025,0.01,NA,0.143,0.295,0.572,0.023,0.058,0,NA,0.052,0.454,0.335,0.062,0.027,0.024,NA,0.098,0.261,0.424,0.047,0.083,0.041,NA,0.144,0.198,0.613,0.041,0.052,0.011,NA,0.085,0.616,0.174,0.025,0.033,0.054,NA,0.098,0.077,0.84,0.018,0.033,0,NA,0.032,0.029,0.51,0.234,0.027,0.098,NA,0.102
2021-09-26,0.32,0.427,0.047,0.056,0.019,NA,0.131,0.316,0.362,0.063,0.077,0.029,NA,0.153,0.324,0.487,0.033,0.036,0.009,NA,0.111,0.366,0.21,0.099,0.078,0.05,NA,0.197,0.32,0.419,0.039,0.073,0.014,NA,0.135,0.266,0.555,0.016,0.022,0.002,NA,0.139,0.311,0.628,0.021,0.028,0,NA,0.012,0.456,0.375,0.043,0.013,0,NA,0.113,0.258,0.389,0.049,0.086,0.044,NA,0.174,0.204,0.566,0.052,0.075,0.009,NA,0.094,0.584,0.172,0.027,0.03,0.038,NA,0.149,0.093,0.818,0.018,0.03,0,NA,0.041,0.053,0.51,0.199,0.017,0.081,NA,0.14
2021-09-27,0.285,0.451,0.034,0.053,0.012,NA,0.165,0.28,0.431,0.033,0.075,0.016,NA,0.165,0.29,0.47,0.035,0.032,0.008,NA,0.165,0.392,0.27,0.05,0.076,0,NA,0.212,0.232,0.427,0.047,0.077,0.023,NA,0.194,0.274,0.537,0.013,0.015,0.002,NA,0.159,0.257,0.642,0.01,0.023,0.018,NA,0.05,0.443,0.386,0.018,0.015,0.009,NA,0.129,0.166,0.458,0.043,0.075,0.017,NA,0.241,0.239,0.53,0.041,0.076,0.009,NA,0.105,0.511,0.213,0.036,0.031,0.02,NA,0.189,0.115,0.799,0.011,0.028,0,NA,0.047,0.105,0.407,0.224,0.02,0.11,NA,0.134
2021-09-28,0.293,0.489,0.017,0.046,0.006,NA,0.149,0.266,0.497,0.007,0.079,0.013,NA,0.138,0.319,0.48,0.026,0.014,0,NA,0.161,0.46,0.32,0,0.047,0,NA,0.173,0.254,0.43,0.022,0.074,0.007,NA,0.213,0.279,0.588,0.005,0.023,0.003,NA,0.102,0.173,0.69,0.043,0.02,0.018,NA,0.056,0.426,0.408,0.015,0.014,0.01,NA,0.127,0.2,0.536,0,0.045,0,NA,0.219,0.238,0.533,0.042,0.089,0.01,NA,0.088,0.538,0.243,0.012,0.007,0.011,NA,0.189,0.103,0.817,0.013,0.034,0,NA,0.033,0.217,0.568,0,0,0.06,NA,0.155
2021-09-29,0.311,0.465,0.032,0.044,0.026,NA,0.122,0.268,0.52,0.005,0.073,0.015,NA,0.119,0.354,0.409,0.059,0.014,0.038,NA,0.126,0.518,0.27,0.075,0.047,0,NA,0.09,0.231,0.493,0.01,0.067,0.041,NA,0.158,0.288,0.482,0.01,0.041,0.035,NA,0.144,0.202,0.659,0.04,0,0.025,NA,0.074,0.445,0.39,0.013,0.032,0.031,NA,0.089,0.21,0.548,0.051,0.042,0,NA,0.149,0.269,0.451,0.031,0.062,0.056,NA,0.131,0.624,0.202,0.007,0.022,0.032,NA,0.113,0.105,0.816,0.014,0.022,0,NA,0.043,0.064,0.195,0.419,0,0.29,NA,0.032
2021-09-30,0.295,0.426,0.086,0.077,0.023,NA,0.093,0.24,0.481,0.061,0.126,0.022,NA,0.07,0.349,0.372,0.111,0.029,0.023,NA,0.116,0.387,0.101,0.186,0.206,0.014,NA,0.106,0.313,0.465,0.041,0.047,0.042,NA,0.092,0.229,0.489,0.069,0.062,0.017,NA,0.134,0.227,0.665,0.078,0,0,NA,0.03,0.298,0.414,0.091,0.091,0.026,NA,0.08,0.291,0.411,0.112,0.085,0.01,NA,0.091,0.297,0.462,0.047,0.048,0.033,NA,0.113,0.697,0.13,0.046,0.03,0.025,NA,0.072,0.054,0.779,0.076,0.073,0,NA,0.018,0.024,0.391,0.392,0.051,0.123,NA,0.019
2021-10-01,0.318,0.395,0.059,0.066,0.026,NA,0.136,0.291,0.442,0.051,0.114,0.023,NA,0.079,0.342,0.352,0.066,0.023,0.03,NA,0.187,0.439,0.106,0.116,0.165,0.008,NA,0.166,0.319,0.411,0.028,0.027,0.053,NA,0.162,0.217,0.485,0.073,0.075,0.025,NA,0.125,0.272,0.645,0.026,0.003,0,NA,0.054,0.333,0.348,0.058,0.043,0.037,NA,0.181,0.295,0.397,0.077,0.094,0.012,NA,0.125,0.328,0.457,0.033,0.059,0.034,NA,0.089,0.669,0.101,0.026,0.029,0.035,NA,0.14,0.084,0.76,0.046,0.084,0.001,NA,0.025,0.022,0.423,0.354,0.05,0.132,NA,0.019
