"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-10-02,0.311,0.416,0.048,0.069,0.025,NA,0.131,0.292,0.433,0.048,0.121,0.029,NA,0.077,0.329,0.399,0.048,0.022,0.021,NA,0.181,0.466,0.097,0.083,0.177,0.02,NA,0.157,0.28,0.461,0.027,0.031,0.046,NA,0.155,0.204,0.51,0.065,0.066,0.015,NA,0.14,0.301,0.626,0.026,0.007,0,NA,0.04,0.349,0.348,0.071,0.035,0.028,NA,0.169,0.263,0.44,0.039,0.111,0.013,NA,0.134,0.33,0.47,0.031,0.055,0.037,NA,0.077,0.663,0.12,0.024,0.024,0.028,NA,0.141,0.078,0.771,0.042,0.091,0.001,NA,0.017,0.033,0.645,0,0.053,0.269,NA,0
2021-10-03,0.294,0.449,0.034,0.069,0.018,NA,0.136,0.313,0.424,0.032,0.134,0.016,NA,0.081,0.278,0.472,0.036,0.011,0.019,NA,0.184,0.453,0.192,0.067,0.128,0.009,NA,0.151,0.255,0.483,0.004,0.06,0.027,NA,0.171,0.179,0.547,0.075,0.046,0.026,NA,0.127,0.291,0.623,0,0.031,0,NA,0.055,0.353,0.32,0.086,0.011,0.022,NA,0.208,0.22,0.528,0,0.124,0.006,NA,0.122,0.327,0.506,0.015,0.063,0.03,NA,0.059,0.603,0.167,0.012,0.031,0.023,NA,0.164,0.083,0.779,0.027,0.068,0.006,NA,0.037,0,0.584,0,0.213,0.203,NA,0
2021-10-04,0.284,0.493,0.051,0.064,0.007,NA,0.101,0.31,0.443,0.013,0.108,0.005,NA,0.121,0.26,0.54,0.086,0.023,0.008,NA,0.083,0.408,0.283,0.111,0.088,0.017,NA,0.093,0.301,0.515,0.011,0.082,0,NA,0.091,0.181,0.623,0.034,0.018,0.011,NA,0.133,0.191,0.607,0.062,0.046,0,NA,0.094,0.343,0.446,0.096,0.027,0,NA,0.088,0.227,0.504,0.024,0.099,0,NA,0.146,0.284,0.546,0.027,0.063,0.027,NA,0.053,0.63,0.208,0.041,0.02,0.007,NA,0.094,0.043,0.815,0.056,0.061,0.003,NA,0.022,0.048,0.622,0,0.209,0.121,NA,0
2021-10-05,0.255,0.512,0.06,0.062,0.015,NA,0.096,0.283,0.453,0.028,0.098,0.009,NA,0.129,0.229,0.567,0.089,0.029,0.02,NA,0.066,0.307,0.376,0.104,0.069,0.007,NA,0.137,0.35,0.449,0.024,0.104,0.008,NA,0.065,0.154,0.687,0.046,0.004,0.014,NA,0.095,0.113,0.633,0.081,0.037,0.037,NA,0.099,0.318,0.452,0.101,0.037,0.015,NA,0.077,0.189,0.517,0.041,0.091,0.008,NA,0.154,0.263,0.592,0.027,0.056,0.024,NA,0.038,0.565,0.24,0.062,0.031,0.023,NA,0.079,0.038,0.806,0.074,0.06,0.005,NA,0.017,0.075,0.432,0,0.348,0.145,NA,0
2021-10-06,0.249,0.508,0.057,0.042,0.046,NA,0.098,0.204,0.545,0.04,0.045,0.035,NA,0.131,0.291,0.474,0.073,0.04,0.055,NA,0.067,0.295,0.338,0.076,0.065,0.073,NA,0.153,0.352,0.485,0.028,0.043,0.009,NA,0.083,0.173,0.693,0,0.002,0.062,NA,0.07,0.055,0.605,0.157,0.054,0.057,NA,0.072,0.334,0.42,0.05,0.033,0.09,NA,0.073,0.182,0.517,0.074,0.043,0.022,NA,0.162,0.224,0.629,0.044,0.055,0.013,NA,0.035,0.604,0.184,0.042,0.005,0.079,NA,0.086,0.02,0.855,0.066,0.031,0.027,NA,0.001,0.219,0.261,0,0,0.52,NA,0
2021-10-07,0.28,0.47,0.057,0.046,0.045,NA,0.102,0.302,0.494,0.045,0.057,0.03,NA,0.072,0.259,0.449,0.067,0.035,0.059,NA,0.131,0.275,0.38,0.058,0.065,0.051,NA,0.171,0.32,0.461,0.063,0.05,0.038,NA,0.068,0.261,0.58,0.012,0.007,0.042,NA,0.098,0.228,0.493,0.095,0.053,0.056,NA,0.075,0.394,0.358,0.021,0.031,0.073,NA,0.123,0.19,0.512,0.086,0.051,0.041,NA,0.12,0.25,0.57,0.065,0.059,0.01,NA,0.046,0.643,0.126,0.038,0.003,0.075,NA,0.115,0.052,0.832,0.027,0.055,0.02,NA,0.014,0,0.339,0.093,0,0.223,NA,0.345
2021-10-08,0.281,0.487,0.052,0.05,0.024,NA,0.106,0.3,0.512,0.037,0.062,0.017,NA,0.072,0.263,0.465,0.066,0.038,0.03,NA,0.138,0.273,0.406,0.057,0.092,0.036,NA,0.136,0.294,0.481,0.047,0.05,0.02,NA,0.108,0.288,0.564,0.014,0.008,0.034,NA,0.092,0.255,0.526,0.103,0.04,0,NA,0.076,0.362,0.402,0.033,0.025,0.039,NA,0.139,0.243,0.527,0.058,0.068,0.023,NA,0.081,0.226,0.545,0.07,0.057,0.003,NA,0.099,0.622,0.185,0.019,0.024,0.033,NA,0.117,0.049,0.838,0.026,0.048,0.017,NA,0.022,0,0.46,0.082,0,0.094,NA,0.364
2021-10-09,0.272,0.482,0.063,0.053,0.006,NA,0.124,0.34,0.458,0.039,0.075,0.002,NA,0.086,0.209,0.504,0.085,0.034,0.01,NA,0.158,0.25,0.395,0.061,0.088,0,NA,0.206,0.294,0.456,0.057,0.066,0.016,NA,0.111,0.258,0.576,0.053,0.033,0,NA,0.08,0.274,0.547,0.091,0.004,0,NA,0.084,0.325,0.466,0.059,0.008,0,NA,0.142,0.225,0.473,0.077,0.087,0.013,NA,0.125,0.269,0.519,0.047,0.067,0.003,NA,0.095,0.565,0.219,0.038,0.02,0.007,NA,0.151,0.061,0.836,0.02,0.052,0,NA,0.031,0,0.487,0.157,0.081,0.055,NA,0.22
2021-10-10,0.26,0.464,0.081,0.07,0,NA,0.125,0.297,0.472,0.057,0.084,0,NA,0.09,0.225,0.457,0.103,0.058,0,NA,0.157,0.263,0.282,0.124,0.114,0,NA,0.217,0.239,0.459,0.048,0.092,0,NA,0.162,0.322,0.518,0.084,0.04,0,NA,0.036,0.221,0.655,0.084,0.005,0,NA,0.035,0.296,0.474,0.082,0.038,0,NA,0.11,0.22,0.43,0.104,0.1,0,NA,0.146,0.269,0.501,0.045,0.07,0,NA,0.115,0.522,0.225,0.087,0.023,0,NA,0.143,0.085,0.788,0.023,0.037,0,NA,0.067,0.05,0.541,0.206,0.163,0,NA,0.04
2021-10-11,0.265,0.444,0.091,0.069,0.009,0.011,0.111,0.348,0.415,0.055,0.082,0.009,0.017,0.074,0.188,0.472,0.124,0.056,0.01,0.005,0.145,0.239,0.254,0.173,0.099,0.01,0,0.225,0.259,0.421,0.071,0.097,0.011,0.026,0.115,0.334,0.479,0.074,0.037,0.014,0.006,0.056,0.227,0.697,0.044,0.011,0,0,0.021,0.34,0.439,0.088,0.039,0,0.019,0.075,0.157,0.413,0.135,0.077,0.008,0.007,0.203,0.314,0.495,0.034,0.097,0.023,0.005,0.032,0.531,0.189,0.145,0,0.003,0.003,0.129,0.11,0.748,0.017,0.046,0,0,0.079,0.045,0.52,0.146,0.216,0.073,0,0
2021-10-12,0.265,0.44,0.096,0.061,0.019,0.018,0.101,0.283,0.43,0.075,0.059,0.02,0.024,0.109,0.249,0.449,0.115,0.063,0.019,0.013,0.092,0.29,0.223,0.169,0.083,0.007,0.017,0.211,0.229,0.419,0.094,0.088,0.032,0.038,0.1,0.33,0.496,0.081,0.032,0.009,0.003,0.049,0.222,0.733,0.009,0.011,0.025,0,0,0.328,0.39,0.097,0.07,0.027,0.03,0.058,0.169,0.442,0.128,0.059,0.005,0.018,0.179,0.321,0.508,0.044,0.053,0.03,0.003,0.041,0.524,0.175,0.173,0.012,0.016,0.002,0.098,0.097,0.769,0.021,0.049,0,0,0.064,0.304,0.462,0,0.101,0.133,0,0
2021-10-13,0.253,0.45,0.096,0.058,0.024,0.025,0.094,0.256,0.395,0.08,0.07,0.027,0.036,0.136,0.25,0.499,0.109,0.047,0.023,0.015,0.057,0.276,0.244,0.138,0.096,0.007,0.021,0.218,0.228,0.421,0.135,0.054,0.042,0.053,0.067,0.262,0.551,0.057,0.056,0.01,0.004,0.06,0.255,0.699,0,0.011,0.035,0,0,0.341,0.362,0.12,0.049,0.038,0.044,0.046,0.135,0.486,0.116,0.07,0.006,0.021,0.166,0.304,0.523,0.029,0.053,0.034,0.003,0.054,0.518,0.178,0.17,0.015,0.021,0.002,0.096,0.071,0.828,0.035,0.029,0,0,0.037,0.281,0.501,0,0.094,0.124,0,0
2021-10-14,0.227,0.465,0.089,0.073,0.027,0.016,0.103,0.17,0.452,0.086,0.103,0.035,0.015,0.139,0.28,0.477,0.091,0.046,0.021,0.016,0.069,0.288,0.257,0.115,0.126,0,0.032,0.182,0.217,0.502,0.097,0.042,0.028,0.021,0.093,0.172,0.548,0.097,0.115,0,0,0.068,0.218,0.617,0.02,0.003,0.103,0,0.039,0.264,0.423,0.091,0.064,0.06,0.019,0.079,0.207,0.448,0.112,0.065,0,0.023,0.145,0.201,0.556,0.05,0.1,0.018,0,0.075,0.482,0.252,0.128,0.015,0.041,0,0.082,0.063,0.826,0.032,0.048,0.003,0,0.028,0.13,0.479,0.108,0.24,0.043,0,0
2021-10-15,0.239,0.502,0.072,0.062,0.017,0.008,0.1,0.198,0.478,0.091,0.106,0.015,0,0.112,0.277,0.525,0.054,0.02,0.02,0.015,0.089,0.313,0.396,0.097,0.077,0,0.015,0.102,0.234,0.491,0.074,0.066,0.017,0.011,0.107,0.274,0.527,0.05,0.078,0,0,0.071,0.102,0.646,0.056,0.011,0.064,0,0.121,0.29,0.489,0.056,0.054,0.015,0,0.096,0.218,0.477,0.106,0.037,0.012,0.01,0.14,0.197,0.557,0.043,0.11,0.03,0.015,0.048,0.504,0.322,0.079,0.02,0.022,0.009,0.044,0.042,0.862,0.026,0.06,0.01,0,0,0.027,0.325,0.087,0.224,0.094,0,0.243
2021-10-16,0.245,0.509,0.057,0.059,0.012,0.007,0.111,0.188,0.537,0.065,0.097,0.01,0.002,0.101,0.298,0.483,0.05,0.023,0.014,0.012,0.12,0.333,0.344,0.071,0.073,0,0.014,0.165,0.24,0.501,0.073,0.069,0.013,0.011,0.093,0.238,0.601,0.031,0.065,0,0,0.065,0.142,0.644,0.034,0.012,0.042,0,0.126,0.314,0.513,0.042,0.039,0.01,0,0.082,0.215,0.475,0.076,0.042,0.009,0.007,0.176,0.196,0.555,0.048,0.11,0.02,0.018,0.053,0.552,0.296,0.065,0.013,0.017,0.009,0.048,0.035,0.867,0.014,0.059,0.006,0,0.019,0.025,0.506,0.048,0.178,0.07,0,0.173
2021-10-17,0.272,0.496,0.035,0.051,0.013,0.017,0.116,0.227,0.535,0.044,0.093,0.015,0.007,0.079,0.313,0.46,0.027,0.012,0.011,0.026,0.151,0.395,0.345,0.024,0.053,0,0.016,0.167,0.247,0.459,0.044,0.076,0.009,0.036,0.129,0.275,0.591,0.021,0.034,0.037,0,0.042,0.152,0.663,0.049,0.018,0.009,0,0.109,0.383,0.441,0.029,0.025,0.013,0.019,0.09,0.203,0.512,0.042,0.051,0.014,0.008,0.17,0.223,0.549,0.033,0.087,0.009,0.027,0.072,0.611,0.223,0.038,0.012,0.007,0.015,0.094,0.019,0.877,0.012,0.06,0.01,0,0.022,0.065,0.532,0,0.069,0.041,0,0.293
