"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-10-02,0.322,0.369,0.054,0.098,0.027,NA,0.13,0.302,0.369,0.048,0.166,0.031,NA,0.084,0.342,0.368,0.059,0.035,0.023,NA,0.173,0.413,0.112,0.089,0.233,0.019,NA,0.134,0.313,0.391,0.037,0.05,0.051,NA,0.158,0.23,0.451,0.058,0.089,0.018,NA,0.154,0.329,0.578,0.036,0.018,0,NA,0.039,0.358,0.32,0.085,0.046,0.031,NA,0.16,0.268,0.395,0.041,0.145,0.014,NA,0.137,0.356,0.395,0.032,0.098,0.039,NA,0.08,0.682,0.104,0.03,0.02,0.031,NA,0.133,0.082,0.728,0.04,0.133,0.002,NA,0.015,0.042,0.537,0,0.138,0.283,NA,0
2021-10-03,0.332,0.387,0.037,0.083,0.018,NA,0.143,0.352,0.358,0.022,0.151,0.017,NA,0.1,0.313,0.414,0.051,0.021,0.018,NA,0.183,0.45,0.154,0.087,0.148,0.009,NA,0.152,0.303,0.431,0.004,0.059,0.027,NA,0.176,0.228,0.471,0.056,0.065,0.028,NA,0.152,0.323,0.571,0,0.05,0,NA,0.056,0.384,0.292,0.088,0.014,0.018,NA,0.204,0.247,0.466,0,0.145,0.007,NA,0.135,0.384,0.412,0.014,0.096,0.034,NA,0.06,0.633,0.149,0.014,0.03,0.02,NA,0.154,0.091,0.724,0.035,0.104,0.006,NA,0.04,0,0.522,0,0.223,0.255,NA,0
2021-10-04,0.318,0.436,0.043,0.088,0.008,NA,0.107,0.332,0.389,0.015,0.141,0.005,NA,0.118,0.304,0.481,0.07,0.04,0.009,NA,0.096,0.414,0.227,0.094,0.147,0.021,NA,0.097,0.332,0.444,0.011,0.096,0,NA,0.117,0.252,0.535,0.039,0.03,0.011,NA,0.133,0.236,0.588,0.045,0.063,0,NA,0.068,0.345,0.408,0.086,0.043,0,NA,0.118,0.271,0.455,0.018,0.125,0,NA,0.131,0.351,0.447,0.025,0.093,0.029,NA,0.055,0.637,0.196,0.035,0.026,0.009,NA,0.097,0.059,0.754,0.048,0.105,0.003,NA,0.031,0.069,0.621,0,0.179,0.131,NA,0
2021-10-05,0.279,0.449,0.051,0.078,0.025,NA,0.118,0.301,0.387,0.033,0.119,0.016,NA,0.144,0.259,0.506,0.068,0.041,0.033,NA,0.093,0.35,0.297,0.078,0.092,0.014,NA,0.169,0.337,0.391,0.032,0.123,0.015,NA,0.102,0.197,0.619,0.049,0.008,0.017,NA,0.11,0.162,0.575,0.055,0.055,0.067,NA,0.086,0.297,0.405,0.081,0.056,0.028,NA,0.133,0.233,0.458,0.038,0.105,0.014,NA,0.152,0.324,0.495,0.031,0.069,0.036,NA,0.045,0.554,0.225,0.057,0.037,0.038,NA,0.089,0.044,0.756,0.062,0.094,0.005,NA,0.039,0.09,0.449,0,0.23,0.231,NA,0
2021-10-06,0.26,0.431,0.061,0.084,0.056,NA,0.108,0.228,0.458,0.044,0.092,0.046,NA,0.132,0.288,0.407,0.076,0.077,0.066,NA,0.086,0.283,0.299,0.08,0.126,0.066,NA,0.146,0.351,0.375,0.038,0.088,0.017,NA,0.131,0.241,0.622,0,0.005,0.069,NA,0.063,0.062,0.526,0.148,0.103,0.106,NA,0.055,0.329,0.36,0.041,0.066,0.105,NA,0.099,0.19,0.456,0.086,0.086,0.027,NA,0.155,0.262,0.503,0.053,0.109,0.026,NA,0.047,0.599,0.163,0.048,0.01,0.093,NA,0.087,0.023,0.786,0.079,0.075,0.034,NA,0.003,0.154,0.323,0,0,0.523,NA,0
2021-10-07,0.289,0.425,0.059,0.073,0.049,NA,0.105,0.31,0.436,0.044,0.095,0.034,NA,0.081,0.27,0.414,0.072,0.052,0.064,NA,0.128,0.253,0.375,0.049,0.117,0.044,NA,0.162,0.352,0.383,0.075,0.07,0.044,NA,0.076,0.292,0.522,0.018,0.016,0.042,NA,0.11,0.216,0.467,0.09,0.079,0.078,NA,0.07,0.398,0.33,0.023,0.051,0.078,NA,0.12,0.193,0.48,0.087,0.073,0.045,NA,0.122,0.276,0.481,0.068,0.106,0.013,NA,0.056,0.643,0.138,0.041,0.006,0.077,NA,0.095,0.052,0.791,0.029,0.088,0.023,NA,0.017,0,0.328,0.121,0,0.263,NA,0.288
2021-10-08,0.31,0.428,0.051,0.075,0.024,NA,0.112,0.325,0.445,0.029,0.1,0.019,NA,0.082,0.296,0.412,0.07,0.053,0.029,NA,0.14,0.272,0.383,0.04,0.143,0.033,NA,0.129,0.344,0.391,0.051,0.069,0.02,NA,0.125,0.328,0.496,0.018,0.018,0.038,NA,0.102,0.274,0.489,0.106,0.058,0,NA,0.073,0.385,0.355,0.041,0.041,0.039,NA,0.139,0.27,0.476,0.052,0.093,0.023,NA,0.086,0.265,0.459,0.062,0.098,0.004,NA,0.112,0.645,0.171,0.021,0.029,0.028,NA,0.106,0.054,0.797,0.025,0.076,0.023,NA,0.025,0,0.465,0.102,0,0.105,NA,0.328
2021-10-09,0.306,0.416,0.069,0.077,0.007,NA,0.125,0.37,0.388,0.04,0.11,0.002,NA,0.09,0.247,0.442,0.096,0.045,0.011,NA,0.159,0.261,0.35,0.062,0.13,0,NA,0.197,0.346,0.373,0.061,0.085,0.018,NA,0.117,0.291,0.492,0.066,0.058,0,NA,0.093,0.307,0.504,0.1,0.008,0,NA,0.081,0.366,0.4,0.075,0.016,0,NA,0.143,0.252,0.412,0.077,0.12,0.014,NA,0.125,0.307,0.443,0.049,0.095,0.004,NA,0.102,0.603,0.194,0.039,0.023,0.006,NA,0.135,0.063,0.804,0.022,0.074,0,NA,0.037,0,0.445,0.204,0.097,0.064,NA,0.19
2021-10-10,0.29,0.424,0.082,0.083,0,NA,0.121,0.327,0.427,0.054,0.102,0,NA,0.09,0.254,0.422,0.108,0.066,0,NA,0.15,0.267,0.256,0.12,0.145,0,NA,0.212,0.278,0.419,0.046,0.099,0,NA,0.158,0.359,0.47,0.093,0.051,0,NA,0.027,0.26,0.609,0.09,0.007,0,NA,0.034,0.334,0.433,0.087,0.041,0,NA,0.105,0.239,0.391,0.104,0.122,0,NA,0.144,0.306,0.463,0.044,0.081,0,NA,0.106,0.548,0.21,0.083,0.027,0,NA,0.132,0.085,0.778,0.023,0.04,0,NA,0.074,0.057,0.48,0.259,0.156,0,NA,0.048
2021-10-11,0.284,0.394,0.104,0.085,0.012,0.015,0.106,0.367,0.363,0.065,0.101,0.012,0.023,0.069,0.207,0.422,0.14,0.071,0.012,0.008,0.14,0.227,0.216,0.184,0.127,0.013,0,0.233,0.283,0.376,0.077,0.111,0.013,0.037,0.103,0.371,0.424,0.097,0.05,0.02,0.008,0.03,0.26,0.647,0.054,0.016,0,0,0.023,0.369,0.394,0.094,0.044,0,0.026,0.073,0.165,0.363,0.157,0.106,0.011,0.01,0.188,0.343,0.44,0.039,0.112,0.031,0.006,0.029,0.547,0.179,0.149,0,0.004,0.003,0.118,0.119,0.721,0.025,0.055,0,0,0.08,0.039,0.458,0.176,0.254,0.073,0,0
2021-10-12,0.267,0.404,0.082,0.082,0.028,0.029,0.108,0.282,0.38,0.066,0.092,0.031,0.038,0.111,0.253,0.425,0.098,0.073,0.025,0.021,0.105,0.28,0.199,0.147,0.122,0.011,0.027,0.214,0.223,0.364,0.081,0.117,0.042,0.058,0.115,0.348,0.475,0.069,0.031,0.014,0.006,0.057,0.239,0.695,0.009,0.018,0.039,0,0,0.322,0.372,0.079,0.079,0.042,0.046,0.06,0.172,0.394,0.113,0.091,0.008,0.028,0.194,0.335,0.465,0.041,0.073,0.037,0.005,0.044,0.539,0.171,0.15,0.019,0.026,0.003,0.092,0.097,0.745,0.024,0.057,0,0,0.077,0.339,0.432,0,0.135,0.094,0,0
2021-10-13,0.25,0.382,0.08,0.095,0.042,0.044,0.107,0.242,0.308,0.074,0.129,0.047,0.059,0.141,0.258,0.448,0.085,0.064,0.038,0.03,0.077,0.256,0.181,0.124,0.168,0.014,0.038,0.219,0.223,0.331,0.099,0.103,0.063,0.091,0.09,0.277,0.504,0.061,0.046,0.02,0.008,0.084,0.265,0.642,0,0.025,0.068,0,0,0.304,0.352,0.086,0.058,0.068,0.071,0.061,0.148,0.382,0.102,0.133,0.011,0.041,0.183,0.328,0.426,0.037,0.091,0.051,0.007,0.06,0.521,0.175,0.136,0.028,0.041,0.004,0.095,0.076,0.784,0.039,0.059,0,0,0.042,0.333,0.428,0,0.142,0.097,0,0
2021-10-14,0.258,0.384,0.083,0.099,0.035,0.018,0.123,0.194,0.361,0.079,0.145,0.041,0.017,0.163,0.317,0.404,0.087,0.057,0.03,0.018,0.087,0.271,0.196,0.117,0.181,0,0.036,0.199,0.285,0.385,0.077,0.087,0.033,0.023,0.11,0.22,0.515,0.072,0.088,0,0,0.105,0.233,0.508,0.057,0.011,0.134,0,0.057,0.261,0.375,0.093,0.061,0.076,0.023,0.111,0.242,0.35,0.104,0.105,0,0.025,0.174,0.28,0.449,0.037,0.143,0.028,0,0.063,0.518,0.227,0.104,0.024,0.049,0,0.078,0.068,0.776,0.038,0.077,0.006,0,0.035,0.264,0.382,0.073,0.208,0.073,0,0
2021-10-15,0.275,0.449,0.073,0.078,0.02,0.009,0.096,0.232,0.428,0.079,0.134,0.018,0,0.109,0.315,0.468,0.068,0.027,0.021,0.018,0.083,0.299,0.374,0.098,0.116,0,0.017,0.096,0.293,0.415,0.069,0.09,0.019,0.014,0.1,0.334,0.483,0.048,0.071,0,0,0.064,0.135,0.585,0.076,0.009,0.072,0,0.123,0.343,0.441,0.061,0.05,0.02,0,0.085,0.243,0.431,0.104,0.056,0.013,0.013,0.14,0.228,0.487,0.043,0.152,0.029,0.017,0.044,0.542,0.291,0.073,0.019,0.025,0.01,0.04,0.046,0.817,0.023,0.103,0.011,0,0,0.034,0.342,0.083,0.22,0.093,0,0.228
2021-10-16,0.277,0.461,0.062,0.072,0.014,0.008,0.106,0.22,0.48,0.064,0.119,0.013,0.002,0.102,0.329,0.443,0.061,0.028,0.015,0.014,0.11,0.315,0.333,0.08,0.104,0,0.015,0.153,0.294,0.431,0.075,0.084,0.014,0.013,0.089,0.294,0.545,0.034,0.063,0,0,0.064,0.17,0.591,0.049,0.012,0.049,0,0.129,0.353,0.466,0.049,0.038,0.014,0,0.08,0.241,0.438,0.082,0.054,0.009,0.009,0.167,0.23,0.489,0.052,0.141,0.02,0.018,0.05,0.584,0.264,0.065,0.014,0.019,0.01,0.044,0.035,0.837,0.014,0.089,0.007,0,0.018,0.031,0.515,0.052,0.175,0.073,0,0.154
2021-10-17,0.298,0.467,0.043,0.051,0.013,0.019,0.109,0.262,0.491,0.052,0.09,0.013,0.007,0.085,0.333,0.445,0.035,0.014,0.011,0.03,0.132,0.408,0.342,0.033,0.05,0,0.02,0.147,0.283,0.414,0.055,0.076,0.01,0.039,0.123,0.314,0.544,0.026,0.038,0.033,0,0.045,0.174,0.638,0.052,0.017,0.008,0,0.111,0.394,0.423,0.039,0.03,0.012,0.022,0.08,0.246,0.471,0.049,0.05,0.015,0.009,0.16,0.255,0.518,0.041,0.078,0.01,0.029,0.069,0.627,0.206,0.045,0.013,0.008,0.016,0.085,0.023,0.875,0.011,0.059,0.01,0,0.022,0.079,0.507,0,0.079,0.051,0,0.284
