codigo	bloque	paleta	texto	label	aclaracion
P07	Intención de voto por espacio político 	politica	Si las elecciones para intendente municipal fueran mañana ¿A qué espacio político votaría?	Intención de voto para intendente	
P08	Intención de voto por espacio político 	politica	¿A cuál de los siguientes dirigentes del Frente de Todos y el peronismo preferiría ud. votar? (Solo para quienes tienen intención de votar al Frente de Todos)	Intención de voto para intendente dentro del Frente de Todos y el Peronismo	
P09	Intención de voto por espacio político 	politica	¿A cuál de los siguientes candidatos de Juntos por el cambio preferiría ud. votar? (Solo para quienes tienen intención de votar a Juntos por el cambio)	Intención de voto para intendente dentro de Juntos por el Cambio	
P10	Intención de voto por espacio político 	politica	Pensando en las elecciones primarias (PASO) ¿A cuál de los siguientes candidatos preferiría votar para intendente?	Intención de voto para intendente (PASO, escenario 1)	
P12	Intención de voto por espacio político 	politica	Si estos fueran los candidatos a intendente ¿A cuál preferiría votar?	Intención de voto para intendente (PASO, escenario 2)	
P14	Intención de voto por espacio político 	politica	Y si los candidatos a intendente fueran los siguientes ¿A cuál preferiría votar?	Intención de voto para intendente (PASO, escenario 3)	
P16	Intención de voto por espacio político 	politica	En caso de que los candidatos fueran los siguientes, ¿a cuál de los siguientes preferiría votar para intendente?	Intención de voto para intendente (PASO, escenario 4)	
P18	Escenarios políticos municipales en elecciones unificadas	politica	Pensando en las próximas elecciones primarias (PASO) ¿a qué candidatos votaría?	Intención de voto Nación, Provincia y Partido (PASO, escenario 1)	
P19	Escenarios políticos municipales en elecciones unificadas	politica	Y si estos fueran los candidatos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (PASO, escenario 2)	
P20	Escenarios políticos municipales en elecciones unificadas	politica	En caso de que los candidatos de la primera vuelta fueran los siguientes, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 1)	
P21	Escenarios políticos municipales en elecciones unificadas	politica	Si en cambio los candidatos fueran estos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 2)	
P22	Escenarios políticos municipales en elecciones unificadas	politica	Y si fueran estos los candidatos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 3)	
P23	Escenarios políticos municipales en elecciones unificadas	politica	Y si la opción de candidatos fuera esta, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 4)	
P24	Escenarios políticos municipales en elecciones unificadas	politica	Pensando en las próximas elecciones primarias (PASO) ¿a qué candidatos votaría?	Intención de voto Nación, Provincia y Partido (PASO, escenario 3)	
P25	Escenarios políticos municipales en elecciones unificadas	politica	Y si estos fueran los candidatos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (PASO, escenario 4)	
P26	Escenarios políticos municipales en elecciones unificadas	politica	En caso de que los candidatos de la primera vuelta fueran los siguientes, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 5)	
P27	Escenarios políticos municipales en elecciones unificadas	politica	Si en cambio los candidatos fueran estos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 6)	
P28	Escenarios políticos municipales en elecciones unificadas	politica	Y si fueran estos los candidatos, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 7)	
P29	Escenarios políticos municipales en elecciones unificadas	politica	Y si la opción de candidatos fuera esta, ¿a quiénes votaría?	Intención de voto Nación, Provincia y Partido (Primera vuelta, escenario 8)	
P30	Escenarios políticos municipales en elecciones desdobladas	politica	Pensando en las próximas elecciones primarias (PASO) ¿a qué candidatos votaría?	Intención de voto Provincia y Partido (PASO, escenario 1)	
