"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.27,0.229,0.221,0.281
"P10","Juntos por el Cambio",0.447,0.388,0.37,0.279
"P10","De los liberales libertarios",0.173,0.19,0.254,0
"P10","De la Izquierda",0.033,0.068,0.088,0.084
"P10","Hacemos por nuestro país",0.043,0.042,0,0.095
"P10","Otro",0.014,0.042,0.014,0.064
"P10","En blanco",0.002,0.041,0.022,0.103
"P10","No sabe",0.018,0,0.031,0.094
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.274,0.234,0.271,0.345
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.436,0.378,0.341,0.173
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.221,0.192,0.215,0.159
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.032,0.096,0.014,0.078
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.059,0.116,0.048
"P13","En blanco",0.005,0.041,0,0.125
"P13","No sabe",0.005,0,0.043,0.072
"P16","Union por la Patria",0.282,0.287,0.262,0.284
"P16","Cambiemos",0.473,0.561,0.228,0.221
"P16","Liberales",0.161,0.07,0.316,0.079
"P16","Izquierda",0.05,0.059,0,0.122
"P16","No sabe",0.034,0.023,0.194,0.294
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.268,0.234,0.209,0.167
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.477,0.356,0.336,0.129
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.162,0.148,0.211,0.149
"P17","La candidata a Jefe de Gobierno de la izquierda",0.045,0.043,0,0.222
"P17","En blanco",0.025,0.133,0.152,0.228
"P17","No sabe",0.023,0.086,0.092,0.105
"P27","Tiene Decidido que va a ir a votar",0.967,0.81,0.826,0.747
"P27","Tiene dudas sobre si va a ir a  votar",0.021,0.164,0,0.201
"P27","Tiene Decidido que no va a ir a votar",0.012,0.026,0.174,0.052
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.349,0.352,0.441,0.364
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.475,0.488,0.34,0.297
"P28","En blanco",0.114,0.052,0.119,0.244
"P28","No sabe",0.062,0.108,0.1,0.095
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.511,0.547,0.528,0.385
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.222,0.267,0.161,0.257
"P29","En blanco",0.173,0.091,0.255,0.157
"P29","No sabe",0.094,0.095,0.056,0.201
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.383,0.423,0.317,0.484
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.29,0.248,0.221,0.312
"P30","En blanco",0.212,0.183,0.364,0.153
"P30","No sabe",0.115,0.146,0.098,0.051
"P38","Inflación",0.384,0.328,0.249,0.47
"P38","Desempleo",0.067,0.131,0.148,0.029
"P38","Corrupción",0.312,0.31,0.318,0.476
"P38","Inseguridad",0.105,0.174,0.074,0
"P38","Precio del dólar",0.001,0.013,0,0
"P38","Pobreza",0.059,0.007,0.165,0.02
"P38","Narcotráfico",0.004,0.016,0,0
"P38","Tarifas",0.003,0,0.012,0
"P38","Otro",0.06,0.021,0,0.005
"P38","No sabe",0.005,0,0.034,0
"P10_imputada","Unión por la Patria",0.27,0.229,0.221,0.294
"P10_imputada","Juntos por el Cambio",0.45,0.388,0.391,0.279
"P10_imputada","De los liberales libertarios",0.178,0.19,0.264,0
"P10_imputada","De la Izquierda",0.043,0.068,0.088,0.084
"P10_imputada","Hacemos por nuestro país",0.043,0.042,0,0.171
"P10_imputada","Otro",0.014,0.042,0.014,0.063
"P10_imputada","En blanco",0.002,0.041,0.022,0.109
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.274,0.234,0.292,0.378
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.437,0.378,0.363,0.212
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.225,0.192,0.215,0.159
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.032,0.096,0.014,0.078
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.027,0.059,0.116,0.048
"P13_imputada","En blanco",0.005,0.041,0,0.125
"P16_imputada","Union por la Patria",0.287,0.29,0.29,0.418
"P16_imputada","Cambiemos",0.489,0.567,0.257,0.251
"P16_imputada","Liberales",0.175,0.084,0.453,0.194
"P16_imputada","Izquierda",0.049,0.059,0,0.137
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.275,0.245,0.209,0.181
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.477,0.363,0.4,0.201
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.168,0.215,0.212,0.149
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.054,0.044,0,0.222
"P17_imputada","En blanco",0.026,0.133,0.179,0.247
