"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.281,0.305,0.261,0.349,0.278,0.269,0.231,0.367,0.209,0.299,0.645,0.151,0.434,0.65,0.625,0.056,0.217,0.212
"Cambiemos",0.445,0.394,0.487,0.307,0.363,0.534,0.621,0.314,0.414,0.513,0.165,0.634,0.164,0.24,0.171,0.793,0.626,0.156
"Liberales",0.148,0.158,0.139,0.188,0.193,0.099,0.086,0.118,0.227,0.106,0.104,0.125,0.354,0.056,0.045,0.098,0.064,0.503
"Izquierda",0.052,0.05,0.054,0.023,0.098,0.042,0.018,0.073,0.041,0.052,0.054,0.031,0,0.015,0.026,0.017,0.084,0.015
"No sabe",0.074,0.093,0.059,0.133,0.068,0.056,0.044,0.128,0.109,0.03,0.032,0.059,0.048,0.039,0.133,0.036,0.009,0.114
