"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.249,0.237,0.258,0.242,0.297,0.239,0.188,0.256,0.219,0.266,0.622,0.123,0.27,0.628,0.631,0.087,0.184,0.05
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.42,0.36,0.471,0.162,0.376,0.507,0.654,0.257,0.36,0.52,0.096,0.646,0.5,0.091,0.139,0.775,0.688,0.157
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.161,0.194,0.134,0.322,0.12,0.154,0.077,0.15,0.242,0.111,0.142,0.14,0.185,0.151,0.023,0.087,0.034,0.556
"La candidata a Jefe de Gobierno de la izquierda",0.05,0.059,0.042,0.054,0.075,0.042,0.014,0.03,0.063,0.049,0.047,0.015,0,0.056,0.055,0.013,0.054,0
"En blanco",0.074,0.109,0.044,0.16,0.065,0.055,0.023,0.196,0.073,0.029,0.044,0.05,0.029,0,0.142,0.031,0.031,0.1
"No sabe",0.046,0.041,0.051,0.06,0.067,0.003,0.044,0.111,0.043,0.025,0.049,0.026,0.016,0.074,0.01,0.007,0.009,0.137
