"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.245,0.242,0.249,0.189,0.345,0.22,0.17,0.322,0.203,0.251,0.587,0.116,0.37,0.656,0.446,0.088,0.235,0.094
"Juntos por el Cambio",0.384,0.335,0.424,0.182,0.295,0.577,0.577,0.259,0.326,0.472,0.097,0.623,0.249,0.209,0.216,0.761,0.486,0.032
"De los liberales libertarios",0.205,0.218,0.194,0.309,0.207,0.151,0.131,0.211,0.227,0.186,0.199,0.188,0.196,0.092,0.065,0.109,0.113,0.595
"De la Izquierda",0.052,0.051,0.053,0.081,0.055,0.036,0.029,0.086,0.061,0.033,0.021,0.028,0.028,0.011,0.19,0,0.051,0.07
"Hacemos por nuestro país",0.045,0.051,0.04,0.103,0.047,0.012,0.008,0.054,0.05,0.038,0.065,0.033,0,0.01,0,0.01,0.044,0.175
"Otro",0.041,0.046,0.036,0.095,0.019,0,0.054,0.056,0.076,0.009,0.004,0.009,0.115,0.022,0,0.014,0.037,0.03
"En blanco",0.028,0.057,0.004,0.041,0.032,0.004,0.031,0.012,0.057,0.011,0.027,0.003,0.042,0,0.083,0.018,0.034,0.004
