"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.659,0.645,0.671,0.599,0.643,0.711,0.69,0.496,0.568,0.779,0.752,0.696,0.44,0.638,0.677,0.728,0.653,0.636
"Bastante seguro",0.16,0.149,0.168,0.181,0.157,0.113,0.191,0.269,0.191,0.099,0.113,0.172,0.168,0.156,0.18,0.178,0.169,0.147
"Algo seguro",0.112,0.096,0.127,0.134,0.109,0.137,0.072,0.128,0.17,0.069,0.077,0.113,0.33,0.127,0.143,0.072,0.105,0.132
"Para nada seguro",0.069,0.11,0.034,0.086,0.091,0.039,0.047,0.107,0.071,0.053,0.058,0.019,0.062,0.079,0,0.022,0.073,0.085
