"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.51,0.474,0.54,0.443,0.396,0.601,0.651,0.495,0.51,0.515,0.297,0.674,0.454,0.416,0.179,0.812,0.626,0.156
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.224,0.236,0.215,0.254,0.261,0.183,0.184,0.208,0.289,0.189,0.168,0.223,0.228,0.062,0.051,0.133,0.177,0.789
"En blanco",0.169,0.178,0.161,0.201,0.193,0.165,0.107,0.126,0.147,0.198,0.344,0.069,0.178,0.343,0.45,0.04,0.1,0.033
"No sabe",0.097,0.112,0.084,0.102,0.15,0.051,0.058,0.171,0.054,0.098,0.191,0.034,0.14,0.179,0.32,0.015,0.097,0.022
