"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.257,0.245,0.267,0.242,0.314,0.242,0.197,0.281,0.226,0.269,0.65,0.123,0.286,0.668,0.641,0.087,0.184,0.05
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.433,0.36,0.495,0.162,0.405,0.507,0.667,0.263,0.391,0.524,0.096,0.658,0.5,0.091,0.139,0.779,0.697,0.221
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.175,0.219,0.138,0.368,0.127,0.154,0.084,0.204,0.247,0.116,0.142,0.152,0.185,0.169,0.023,0.087,0.034,0.623
"Los candidatos a Jefe de Gobierno de la izquierda",0.056,0.059,0.054,0.068,0.082,0.042,0.018,0.035,0.063,0.06,0.068,0.016,0,0.072,0.055,0.013,0.054,0.006
"En blanco",0.079,0.117,0.046,0.16,0.072,0.055,0.034,0.217,0.073,0.031,0.044,0.051,0.029,0,0.142,0.034,0.031,0.1
