"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.259,0.247,0.271,0.215,0.258,0.286,0.276,0.3,0.244,0.242,0.229,0.262,0.256,0.284,0.531,0.079,0.161
"No",0.497,0.533,0.461,0.605,0.49,0.455,0.443,0.445,0.526,0.505,0.516,0.499,0.472,0.482,0.209,0.722,0.527
"No sabe",0.244,0.22,0.268,0.18,0.252,0.259,0.281,0.255,0.23,0.253,0.255,0.239,0.272,0.234,0.26,0.199,0.312
