"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Tengo trabajo estable",0.388,0.481,0.302,0.327,0.514,0.434,0.112,0.282,0.353,0.566,0.424,0.309,0.451,0.387,0.409,0.443,0.469
"Realizo changas o trabajos de vez en cuando",0.223,0.221,0.225,0.306,0.261,0.179,0.066,0.269,0.26,0.114,0.206,0.29,0.183,0.212,0.222,0.175,0.156
"No tengo trabajo",0.207,0.147,0.263,0.346,0.194,0.176,0.068,0.228,0.227,0.15,0.205,0.264,0.196,0.183,0.21,0.154,0.19
"Soy jubilado o pensionado",0.182,0.151,0.21,0.021,0.031,0.211,0.754,0.221,0.16,0.17,0.165,0.137,0.17,0.218,0.159,0.228,0.185
