"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.411,0.441,0.424,0.252
"P04","Realizo changas o trabajos de vez en cuando",0.217,0.183,0.219,0.253
"P04","No tengo trabajo",0.155,0.165,0.191,0.297
"P04","Soy jubilado o pensionado",0.217,0.211,0.166,0.198
"P05","1",0.387,0.36,0.263,0.338
"P05","2",0.065,0.074,0.061,0.064
"P05","3",0.064,0.078,0.055,0.044
"P05","4",0.069,0.09,0.057,0.068
"P05","5",0.203,0.224,0.181,0.213
"P05","6",0.032,0.035,0.058,0.039
"P05","7",0.032,0.033,0.087,0.05
"P05","8",0.038,0.026,0.055,0.037
"P05","9",0.11,0.08,0.183,0.147
"P06","1",0.182,0.158,0.318,0.255
"P06","2",0.049,0.034,0.059,0.048
"P06","3",0.033,0.025,0.056,0.015
"P06","4",0.035,0.037,0.049,0.043
"P06","5",0.18,0.209,0.176,0.258
"P06","6",0.049,0.069,0.037,0.043
"P06","7",0.072,0.079,0.043,0.028
"P06","8",0.06,0.08,0.045,0.055
"P06","9",0.34,0.309,0.217,0.255
"P07","1",0.248,0.227,0.429,0.31
"P07","2",0.032,0.033,0.034,0.021
"P07","3",0.021,0.025,0.03,0.036
"P07","4",0.017,0.022,0.019,0.019
"P07","5",0.103,0.126,0.084,0.086
"P07","6",0.017,0.021,0.018,0.018
"P07","7",0.051,0.052,0.029,0.022
"P07","8",0.045,0.055,0.033,0.037
"P07","9",0.466,0.439,0.324,0.451
"P09","Del Frente de Todos y el peronismo",0.049,0.085,0.424,0.173
"P09","De Cambiemos",0.661,0.535,0.151,0.201
"P09","De los Liberales libertarios",0.157,0.21,0.182,0.126
"P09","De la Izquierda",0.02,0.027,0.042,0.026
"P09","No sabe",0.113,0.143,0.201,0.474
"P10","A Alberto Fernández",0.312,0.266,0.161,0.377
"P10","A Sergio Massa",0.39,0.258,0.194,0.2
"P10","A algún candidato del peronismo",0.231,0.314,0.159,0.196
"P10","A algún candidato del kirchnerismo",0.067,0.162,0.486,0.227
"P11","A Alberto Fernández",0.296,0.185,0.128,0.286
"P11","A Sergio Massa",0.21,0.262,0.134,0.205
"P11","A algún candidato del peronismo",0.269,0.354,0.091,0.157
"P11","A Cristina Fernández de Kirchner",0.225,0.199,0.647,0.352
"P12","A Horacio Rodriguez Larreta",0.224,0.21,0.235,0.167
"P12","A Mauricio Macri",0.365,0.344,0.318,0.417
"P12","A Patricia Bullrich",0.292,0.353,0.282,0.293
"P12","A Facundo Manes",0.079,0.071,0.093,0.067
