"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.383,0.429,0.411,0.283
"P04","Realizo changas o trabajos de vez en cuando",0.231,0.258,0.201,0.32
"P04","No tengo trabajo",0.204,0.218,0.191,0.268
"P04","Soy jubilado o pensionado",0.182,0.095,0.197,0.129
"P05","1",0.221,0.214,0.354,0.291
"P05","2",0.057,0.073,0.068,0.061
"P05","3",0.026,0.026,0.08,0.023
"P05","4",0.034,0.055,0.08,0.065
"P05","5",0.118,0.232,0.223,0.249
"P05","6",0.068,0.074,0.034,0.046
"P05","7",0.123,0.101,0.034,0.046
"P05","8",0.09,0.039,0.028,0.04
"P05","9",0.263,0.186,0.099,0.179
"P06","1",0.473,0.32,0.166,0.265
"P06","2",0.08,0.062,0.038,0.073
"P06","3",0.06,0.058,0.033,0.02
"P06","4",0.046,0.068,0.04,0.064
"P06","5",0.127,0.256,0.201,0.308
"P06","6",0.028,0.049,0.053,0.05
"P06","7",0.02,0.018,0.071,0.025
"P06","8",0.027,0.023,0.074,0.019
"P06","9",0.139,0.146,0.324,0.176
"P07","1",0.579,0.423,0.242,0.344
"P07","2",0.039,0.037,0.029,0.029
"P07","3",0.024,0.042,0.03,0.026
"P07","4",0.014,0.029,0.023,0.018
"P07","5",0.049,0.064,0.118,0.086
"P07","6",0.009,0.019,0.021,0.023
"P07","7",0.02,0.032,0.044,0.023
"P07","8",0.015,0.022,0.05,0.039
"P07","9",0.251,0.332,0.443,0.412
"P09","Del Frente de Todos y el peronismo",0.798,0.461,0.047,0.161
"P09","De Cambiemos",0.045,0.086,0.446,0.083
"P09","De los Liberales libertarios",0.021,0.058,0.263,0.033
"P09","De la Izquierda",0.025,0.088,0.03,0.048
"P09","No sabe",0.111,0.307,0.214,0.675
"P10","A Alberto Fernández",0.202,0.173,0.233,0.275
"P10","A Sergio Massa",0.162,0.386,0.267,0.279
"P10","A algún candidato del peronismo",0.121,0.231,0.427,0.395
"P10","A algún candidato del kirchnerismo",0.515,0.21,0.073,0.051
"P11","A Alberto Fernández",0.161,0.155,0.161,0.203
"P11","A Sergio Massa",0.094,0.35,0.292,0.351
"P11","A algún candidato del peronismo",0.045,0.229,0.45,0.357
"P11","A Cristina Fernández de Kirchner",0.7,0.266,0.097,0.089
"P12","A Horacio Rodriguez Larreta",0.195,0.335,0.218,0.229
"P12","A Mauricio Macri",0.25,0.224,0.355,0.317
"P12","A Patricia Bullrich",0.185,0.137,0.317,0.173
"P12","A Facundo Manes",0.171,0.138,0.075,0.029
"P12","A Gerardo Morales",0.199,0.166,0.035,0.252
"P13","Seguro lo votaria",0.323,0.226,0.236,0.229
"P13","Quizás lo votaría",0.262,0.486,0.298,0.437
"P13","Nunca lo votaría",0.415,0.288,0.466,0.334
"P14","Lo votaría",0.042,0.043,0.342,0.039
"P14","Puede que lo vote",0.044,0.129,0.27,0.14
"P14","Nunca lo votaría",0.84,0.738,0.291,0.453
"P14","No sabe",0.074,0.09,0.097,0.368
"P15","Lo votaría",0.297,0.204,0.058,0.088
"P15","Puede que lo vote",0.376,0.394,0.099,0.108
"P15","Nunca lo votaría",0.199,0.315,0.78,0.189
"P15","No sabe",0.128,0.087,0.063,0.615
"P16","Lo votaría",0.365,0.125,0.02,0.053
"P16","Puede que lo vote",0.35,0.488,0.029,0.078
"P16","Nunca lo votaría",0.194,0.286,0.926,0.155
"P16","No sabe",0.091,0.101,0.025,0.714
"P18","Lo votaría",0.076,0.033,0.186,0.063
"P18","Puede que lo vote",0.062,0.218,0.333,0.092
"P18","Nunca lo votaría",0.786,0.665,0.409,0.244
"P18","No sabe",0.076,0.084,0.072,0.601
"P19","Lo votaría",0.033,0.039,0.122,0.025
"P19","Puede que lo vote",0.101,0.22,0.305,0.064
"P19","Nunca lo votaría",0.713,0.553,0.448,0.203
"P19","No sabe",0.153,0.188,0.125,0.708
"P20","La votaría",0.031,0.028,0.375,0.045
"P20","Puede que la vote",0.041,0.121,0.274,0.049
"P20","Nunca la votaría",0.86,0.765,0.289,0.424
"P20","No sabe",0.068,0.086,0.062,0.482
"P21","Lo votaría",0.043,0.104,0.307,0.075
"P21","Puede que lo vote",0.064,0.125,0.222,0.091
"P21","Nunca lo votaría",0.821,0.667,0.401,0.352
"P21","No sabe",0.072,0.104,0.07,0.482
"P22","La votaría",0.031,0.025,0.173,0.041
"P22","Puede que la vote",0.045,0.13,0.296,0.055
"P22","Nunca la votaría",0.821,0.696,0.426,0.37
"P22","No sabe",0.103,0.149,0.105,0.534
"P23","Lo votaría",0.21,0.083,0.02,0.048
"P23","Puede que lo vote",0.435,0.433,0.059,0.115
"P23","Nunca lo votaría",0.243,0.372,0.876,0.291
"P23","No sabe",0.112,0.112,0.045,0.546
"P24","Lo votaría",0.029,0.016,0.063,0.019
"P24","Puede que lo vote",0.087,0.163,0.193,0.051
"P24","Nunca lo votaría",0.738,0.601,0.623,0.336
"P24","No sabe",0.146,0.22,0.121,0.594
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.012,0.039,0.331,0.078
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.009,0.049,0.166,0.086
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.108,0.112,0.019,0.119
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.82,0.543,0.018,0.188
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.012,0.064,0.295,0.093
"P25","Otros candidatos",0.039,0.193,0.171,0.436
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.913,0.627,0.026,0.257
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.014,0.069,0.427,0.096
"P29","Javier Milei – José Luis Espert por los liberales",0.02,0.07,0.341,0.112
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.015,0.081,0.024,0.054
"P29","Otro candidato",0.038,0.153,0.182,0.481
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.063,0.147,0.351,0.136
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.597,0.378,0.048,0.172
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.033,0.093,0.368,0.163
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.059,0.09,0.026,0.045
"P31","Otro candidato",0.248,0.292,0.207,0.484
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.653,0.506,0.06,0.243
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.043,0.061,0.471,0.103
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.021,0.077,0.304,0.101
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.049,0.09,0.02,0.074
"P33","Otro candidato",0.234,0.266,0.145,0.479
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.519,0.386,0.127,0.179
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.193,0.224,0.291,0.166
