"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"1",0.313,0.304,0.321,0.29,0.324,0.312,0.321,0.384,0.302,0.25,0.3,0.337,0.326,0.311,0.228,0.393,0.278
"2",0.066,0.063,0.069,0.072,0.064,0.068,0.058,0.061,0.07,0.065,0.072,0.073,0.055,0.059,0.057,0.069,0.048
"3",0.06,0.071,0.049,0.076,0.058,0.058,0.041,0.051,0.063,0.065,0.064,0.054,0.039,0.061,0.028,0.085,0.056
"4",0.065,0.069,0.061,0.07,0.048,0.062,0.103,0.05,0.069,0.074,0.07,0.059,0.045,0.066,0.047,0.087,0.099
"5",0.196,0.206,0.188,0.188,0.21,0.203,0.169,0.155,0.211,0.222,0.198,0.19,0.193,0.199,0.168,0.182,0.295
"6",0.042,0.043,0.041,0.046,0.04,0.039,0.046,0.034,0.037,0.059,0.049,0.034,0.04,0.041,0.067,0.03,0.035
"7",0.056,0.063,0.05,0.044,0.062,0.062,0.052,0.029,0.054,0.092,0.071,0.033,0.057,0.055,0.103,0.034,0.069
"8",0.045,0.042,0.047,0.038,0.046,0.049,0.046,0.043,0.04,0.053,0.047,0.038,0.044,0.046,0.07,0.024,0.023
"9",0.157,0.139,0.174,0.176,0.148,0.147,0.164,0.193,0.154,0.12,0.129,0.182,0.201,0.162,0.232,0.096,0.097
