"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.558,0.272,0.35,0.302
"P05","Bastante",0.234,0.271,0.341,0.076
"P05","Poco",0.154,0.327,0.152,0.186
"P05","Nada",0.054,0.108,0.129,0.327
"P05","No sabe",0,0.022,0.028,0.109
"P06","Siempre",0.442,0.105,0.211,0.138
"P06","Casi siempre",0.165,0.383,0.323,0.111
"P06","Casi nunca",0.256,0.311,0.285,0.254
"P06","Nunca, pero esta es una excepción",0.137,0.201,0.181,0.497
"P08","Unión por la Patria",0.349,0.105,0.527,0.042
"P08","Juntos por el Cambio",0.564,0.57,0.107,0.186
"P08","De los Liberales libertarios",0.026,0.106,0.163,0.069
"P08","De la Izquierda",0,0.046,0.049,0.081
"P08","Hacemos por nuestro país",0.007,0.008,0.025,0
"P08","Otro.",0.011,0.025,0.055,0.038
"P08","En blanco",0.013,0.008,0.03,0.091
"P08","No sabe",0.03,0.132,0.044,0.493
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.16,0.102,0.328,0.039
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.036,0.099,0.139,0.019
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.006,0.04,0.045,0.095
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0,0.012,0.086,0.018
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.32,0.474,0.076,0.08
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.384,0.07,0.008,0.061
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.094,0.112,0.225,0.102
"P09","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.024,0.011,0.105
"P09","Otros",0,0.009,0.038,0.057
"P09","No sabe",0,0.058,0.044,0.424
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.151,0.108,0.348,0.109
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.072,0.03,0.064,0.098
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.049,0.037,0.218,0.028
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.269,0.502,0.071,0.137
"P12","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.275,0.086,0.041,0.039
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.142,0.15,0.149,0.103
"P12","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.028,0.02,0.05
"P12","Otros",0.042,0.017,0.022,0
"P12","No sabe",0,0.042,0.067,0.436
"P15","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.205,0.169,0.356,0.108
"P15","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendente por Unión por la Patria",0.064,0.013,0.102,0.07
"P15","Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.028,0.048,0.175,0.014
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.196,0.431,0.062,0.065
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.31,0.126,0.05,0.172
"P15","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.195,0.146,0.158,0.057
"P15","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.027,0.014,0.053
"P15","Otros",0.002,0.017,0.003,0.062
"P15","No sabe",0,0.023,0.08,0.399
"P18","Lo votaría",0.355,0.139,0.413,0.25
"P18","Puede que lo vote",0.092,0.075,0.117,0.033
"P18","Nunca lo votaría",0.538,0.759,0.413,0.248
"P18","No sabe",0.015,0.027,0.057,0.469
"P19","Lo votaría",0.37,0.035,0.218,0.062
"P19","Puede que lo vote",0.06,0.111,0.22,0.103
"P19","Nunca lo votaría",0.565,0.837,0.5,0.368
"P19","No sabe",0.005,0.017,0.062,0.467
"P20","Lo votaría",0.354,0.082,0.278,0.08
"P20","Puede que lo vote",0.073,0.169,0.209,0.182
"P20","Nunca lo votaría",0.556,0.731,0.484,0.283
"P20","No sabe",0.017,0.018,0.029,0.455
"P21","Lo votaría",0.4,0.061,0.277,0.119
"P21","Puede que lo vote",0.035,0.111,0.136,0.073
"P21","Nunca lo votaría",0.557,0.789,0.526,0.274
"P21","No sabe",0.008,0.039,0.061,0.534
"P22","Lo votaría",0.367,0.063,0.354,0.03
"P22","Puede que lo vote",0.071,0.142,0.125,0.133
"P22","Nunca lo votaría",0.554,0.743,0.479,0.276
"P22","No sabe",0.008,0.052,0.042,0.561
"P23","Lo votaría",0.659,0.439,0.096,0.084
"P23","Puede que lo vote",0.217,0.218,0.111,0.118
"P23","Nunca lo votaría",0.114,0.331,0.766,0.137
"P23","No sabe",0.01,0.012,0.027,0.661
"P25","Lo votaría",0.425,0.133,0.146,0.072
"P25","Puede que lo vote",0.145,0.424,0.036,0.137
"P25","Nunca lo votaría",0.43,0.336,0.796,0.207
"P25","No sabe",0,0.107,0.022,0.584
"P26","Si",0.479,0.193,0.489,0.065
"P26","No",0.521,0.807,0.511,0.935
