"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.379,0.333,0.42,0.299,0.427,0.405,0.355,0.379,0.364,0.406,0.643,0.109,0.208,0.393,0.351,0.712,0.513,0.056,0.113,0.092
"Juntos por el Cambio",0.267,0.234,0.297,0.201,0.21,0.319,0.438,0.272,0.257,0.279,0.129,0.518,0.317,0.269,0.265,0.142,0.153,0.772,0.525,0.105
"De los liberales libertarios",0.236,0.31,0.169,0.385,0.218,0.174,0.125,0.215,0.264,0.214,0.151,0.292,0.293,0.221,0.265,0.094,0.209,0.132,0.203,0.668
"De la Izquierda",0.044,0.041,0.047,0.049,0.05,0.035,0.033,0.045,0.042,0.046,0.033,0.023,0.087,0.039,0.053,0.024,0.061,0.017,0.07,0.028
"Hacemos por nuestro país",0.021,0.021,0.021,0.02,0.026,0.017,0.016,0.018,0.019,0.027,0.01,0.029,0.034,0.021,0.02,0.006,0.023,0.017,0.04,0.027
"Otro",0.032,0.039,0.026,0.029,0.042,0.031,0.018,0.044,0.031,0.018,0.021,0.023,0.048,0.037,0.023,0.015,0.017,0.006,0.017,0.061
"En blanco",0.021,0.022,0.02,0.017,0.027,0.019,0.015,0.027,0.023,0.01,0.013,0.006,0.013,0.02,0.023,0.007,0.024,0,0.032,0.019
