"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.357,0.324,0.386,0.273,0.357,0.357,0.476,0.367,0.325,0.399,0.231,0.57,0.464,0.346,0.378,0.238,0.357,0.786,0.552,0.121
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.24,0.316,0.171,0.361,0.222,0.198,0.162,0.217,0.264,0.227,0.143,0.312,0.341,0.218,0.281,0.102,0.159,0.165,0.246,0.728
"En blanco",0.244,0.232,0.256,0.19,0.272,0.275,0.217,0.247,0.241,0.247,0.411,0.053,0.112,0.265,0.203,0.433,0.327,0.014,0.078,0.067
"No sabe",0.159,0.128,0.187,0.176,0.149,0.17,0.145,0.169,0.17,0.127,0.215,0.065,0.083,0.171,0.138,0.227,0.157,0.035,0.124,0.084
