"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.363,0.33,0.393,0.29,0.411,0.393,0.329,0.353,0.355,0.394,0.617,0.108,0.208,0.376,0.338,0.692,0.505,0.056,0.105,0.083
"Juntos por el Cambio",0.258,0.23,0.284,0.198,0.202,0.305,0.423,0.261,0.25,0.271,0.122,0.513,0.306,0.264,0.247,0.139,0.153,0.759,0.517,0.097
"De los liberales libertarios",0.225,0.294,0.164,0.37,0.208,0.165,0.118,0.207,0.249,0.209,0.146,0.286,0.246,0.211,0.254,0.089,0.204,0.131,0.202,0.652
"De la Izquierda",0.041,0.037,0.046,0.049,0.045,0.035,0.028,0.039,0.041,0.045,0.032,0.023,0.087,0.036,0.052,0.023,0.058,0.017,0.07,0.028
"Hacemos por nuestro país",0.021,0.02,0.021,0.019,0.026,0.015,0.016,0.019,0.018,0.027,0.01,0.029,0.035,0.021,0.019,0.005,0.022,0.017,0.04,0.025
"Otro",0.029,0.033,0.024,0.023,0.037,0.031,0.015,0.035,0.029,0.019,0.018,0.021,0.048,0.032,0.022,0.015,0.014,0.007,0.017,0.052
"En blanco",0.021,0.021,0.02,0.017,0.027,0.019,0.012,0.025,0.022,0.01,0.013,0.006,0.013,0.019,0.023,0.007,0.024,0,0.032,0.019
"No sabe",0.042,0.035,0.048,0.034,0.044,0.037,0.059,0.061,0.036,0.025,0.042,0.014,0.057,0.041,0.045,0.03,0.02,0.013,0.017,0.044
