"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.398,0.371,0.423,0.345,0.433,0.435,0.349,0.395,0.399,0.403,0.662,0.145,0.132,0.424,0.347,0.726,0.501,0.049,0.23,0.12
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.256,0.234,0.275,0.226,0.213,0.285,0.361,0.256,0.237,0.288,0.118,0.495,0.406,0.25,0.266,0.13,0.193,0.728,0.41,0.123
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.208,0.275,0.148,0.303,0.213,0.135,0.149,0.199,0.229,0.183,0.122,0.27,0.257,0.181,0.26,0.074,0.186,0.149,0.153,0.636
"Gobernador y vicegobernador de la izquierda",0.038,0.031,0.044,0.053,0.036,0.027,0.034,0.033,0.044,0.033,0.027,0.014,0.051,0.042,0.03,0.024,0.043,0.001,0.076,0.01
"En blanco",0.063,0.061,0.065,0.043,0.067,0.076,0.066,0.069,0.061,0.059,0.047,0.053,0.12,0.068,0.055,0.031,0.064,0.054,0.09,0.078
"No sabe",0.037,0.028,0.045,0.03,0.038,0.042,0.041,0.048,0.03,0.034,0.024,0.023,0.034,0.035,0.042,0.015,0.013,0.019,0.041,0.033
