"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.48,0.441,0.515,0.449,0.526,0.478,0.424,0.507,0.467,0.469,0.747,0.194,0.332,0.506,0.43,0.826,0.665,0.104,0.249,0.114
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.3,0.375,0.233,0.445,0.284,0.269,0.177,0.259,0.324,0.314,0.151,0.441,0.404,0.285,0.33,0.088,0.177,0.355,0.317,0.825
"En blanco",0.121,0.112,0.13,0.074,0.104,0.124,0.222,0.131,0.11,0.126,0.062,0.201,0.208,0.113,0.137,0.049,0.097,0.303,0.24,0.032
"No sabe",0.099,0.072,0.122,0.032,0.086,0.129,0.177,0.103,0.099,0.091,0.04,0.164,0.056,0.096,0.103,0.037,0.061,0.238,0.194,0.029
